DATE   RAD  TMAX  TMIN  RAIN  VAPO  WIND
71146  23.2  27.1  13.8     0  14.1   2.4
71147  24.8  28.7  12.9     0  15.5   2.4
71148  15.0  23.8    14   0.3  16.3   2.4
71149  29.4  23.1  10.5     3  14.2   2.4
71150  18.2  23.2  15.8     0  17.9   1.9
71151  12.3  21.6  16.2   3.4  18.4   0.8
71152  15.1  23.6  14.6   4.2  16.4   2.4
71153  21.6  26.8  14.6   4.9  15.3   1.2
71154  26.0  26.2    11     0  15.5   1.9
71155  29.5    27  13.1     0  15.3   2.9
71156  27.2  27.5  14.6     0    16   4.4
71157  22.6  27.7  14.6     0  17.3   2.9
71158  22.0  25.3  16.6  11.9  17.4   1.9
71159  23.4  25.8  13.9   7.8  16.1   0.5
71160  21.5  25.3  15.4   0.2  17.2   0.8
71161  21.8  26.2  14.5   0.2  16.6   2.9
71162  24.5  26.8  15.6   0.5  16.7   2.9
71163  22.5  22.8  13.7   2.2    13   6.7
71164  20.0  20.9  11.4   1.2  12.9   4.4
71165  29.9  24.4  10.4   0.3  12.4   1.9
71166  14.5  28.1  12.1     0    15     5
71167  22.9    25    13   2.2  14.3   4.4
71168  25.9  22.7  10.2   4.4  11.1   1.2
71169  15.3  22.6    12     0  15.2   3.7
71170  27.7  20.3    10   6.9  11.6   3.7
71171  19.6  18.8  13.3   0.2  12.8   1.9
71172  18.3    25  11.4     0  12.3   1.9
71173  22.1  24.7  14.5     0    14   2.9
71174  21.0  23.6  15.8     0  12.3   4.4
71175  27.6  25.1     9     0  11.9   1.2
71176  21.9  28.5     9     0  15.4   2.9
71177  20.4  28.6  15.2   0.9  19.8   0.8
71178  25.8  30.8  15.8     0  17.6   3.7
71179  26.9    26  17.1   0.1  11.4   2.4
71180  12.7  20.5  11.8     0  12.9   3.7
71181  24.0  21.2   8.7   1.1   9.7   4.4
71182  28.4  21.7   7.2     0  10.3   4.4
71183  13.3  20.1   8.7     0  12.1     5
71184  22.1  23.6  12.4     0  11.2   7.5
71185  15.1  24.6  12.5     0  13.7     6
71186  28.5  28.2  13.9     0  15.2   2.4
71187  28.2  27.5  15.5     0  14.8   2.9
71188  29.5  28.8  13.4     0  13.8   2.4
71189  29.1  26.3  15.4     0  12.2   4.4
71190  30.0  30.2  10.2     0  14.3   2.9
71191  29.7    29  13.4     0  13.4   3.7
71192  28.9  30.2  14.2     0  13.6   2.4
71193  28.1  31.4  13.8     0  14.5   2.4
71194  21.9  32.2  16.2     0  16.9   1.2
71195  11.6  21.8  17.4   1.2  18.8   1.9
71196  25.6  28.4  12.7     0  13.4   2.4
71197  26.1    29    14     0  14.3   2.4
71198  27.2  31.8  16.5     0  15.8   1.2
71199  25.1  31.7  18.4   0.2  19.6   2.9
71200  12.4  21.5  14.5   6.2  16.9   3.7
71201  10.8  20.2  12.4   4.4  13.8     5
71202  22.9  23.8    11   0.5  12.8   2.9
71203  22.2  24.4  10.4     0  11.9   1.2
71204  21.5  24.5  10.6     0  12.3   1.2
71205  26.3  27.2  10.2     0  12.4   0.8
71206  21.4    28  13.6     0  13.5   2.4
71207  27.1    30  14.4     0    15   0.8
71208  26.6    31  13.7     0  14.6   1.9
71209  23.3  33.3  14.2     0  18.2   1.2
71210  14.9  29.3  19.5  22.2  21.9     5
71211  13.8  28.8  18.2   3.7  20.7   3.7
71212  17.4  29.6  17.6  15.9    23   3.7
71213  18.5  30.1  19.3     0  19.2   1.2
71214  23.3  30.8  18.2   0.7  19.3   1.9
71215  23.1  32.8  18.7     0  20.9   0.8
71216  24.6  31.7  19.2     0  19.7   2.9
71217  25.1  29.6  17.2     1  21.9   1.9
71218  25.4  32.2  18.8     0  22.1   1.2
71219  25.9  34.7  20.6     0  20.6   1.9
71220  24.9    34    20     0  18.4   2.9
71221  16.1  25.4  17.1     0    14   2.9
71222  26.1  27.1  11.6   0.2  14.1   1.9
71223  25.8  28.8  14.7     0  17.8   2.4
71224  22.2  32.7  17.4     0  17.4     5
71225  25.7  27.1  14.3   2.2  13.2   2.4
71226  25.6  29.5  13.4     0  15.5   0.8
71227  25.8  32.6  14.4     0  15.9   2.4
71228  23.0  33.7  16.4     0  15.8   1.2
71229   8.8    24  16.4  12.1  17.7   1.9
71230  19.8  24.2  13.2   1.1    16   1.9
71231  23.7  27.5    13     0  18.5   0.8
71232  23.7  28.2  15.5     0  15.4   2.9
71233  24.6  29.5  14.8     0    13   4.4
71234  24.1  30.3  15.2     0  14.9   3.7
71235  19.9  30.6  17.6     0  18.2   0.8
71236  15.7  26.2  16.3     0  17.8   1.9
71237  15.1  21.8  13.2     0  12.9   2.9
71238  20.3  25.8   8.2     0  13.6   1.9
71239  14.9  32.2  15.2     0  16.8     5
71240  20.9  24.4  14.3    19  15.2   3.7
71241  22.2  24.6  11.4     0  12.8   1.2
71242  23.1  26.6  11.8     0  14.7   2.4
71243  20.7  28.2  13.7     0  15.5     5
71244   7.9  19.8  14.9   1.1  16.8   2.4
71245   7.9  22.7  14.6   0.3  14.7   1.9
71246  19.0    25  11.4     0  12.4   2.9
71247  21.2    26  10.3     0  12.3   1.2
71248  19.0  27.2  12.4     0  13.8   0.8
71249  13.1  21.8  11.5     0  10.9   3.7
71250  11.7  18.7   6.2     0   8.5   4.4
71251  11.8  16.1     6     0    10   2.4
71252  15.5  16.5   3.6  11.8   8.9   2.4
71253  15.5  20.5   3.9     0  10.8   3.7
71254   9.2  25.1  11.9     0  16.9   2.9
71255  16.9  22.2    12  33.1    15   0.5
71256   8.5    16  11.4     1  13.2   1.2
71257  10.2  19.4   7.8   1.7  12.9   1.2
71258   7.1  19.3  11.9     0  12.4   0.8
71259   7.0    15   9.1     0   9.4     6
71260   8.6    13     7   0.6   8.7   2.9
71261  13.3  15.7   6.5     0   7.8   3.7
71262   9.5  15.5   1.6     0   8.3   1.9
71263  10.9  18.5   6.2     0  10.3   0.8
71264  16.0    22   7.6     0  10.7   0.5
71265  17.1    23     7     0  10.9   1.9
71266  16.5  22.1   9.5     0  10.6   3.7
71267  17.5  22.4   8.2     0  10.5   1.9
71268  15.0  22.4     8     0  11.2   0.5
71269  12.4  23.6  10.2     0  12.6   1.2
71270  12.4    24   9.6     0  12.5   0.5
71271  13.8  25.3  10.4     0  11.9   2.9
71272   5.9  18.4  14.7   3.6  16.1     5
71273   5.9    16  14.1  24.6  15.5   0.8
71274   8.5    19  12.2   0.6  13.4   2.4
71275  15.3  20.5   7.6     0  12.9   1.2
71276  13.4  22.4   8.2     0  12.9   0.1
71277  14.8    23   7.8     0  12.7   1.2
71278  10.6  15.6   4.4     0     7   3.7
71279  15.3  11.4   1.2     0   5.7   3.7
71280   8.0    14   0.2     0   6.4   1.9
71281  14.8    22   2.6     0   6.9   2.9
71282  14.8  23.4   4.5     0   8.1   1.2
71283  14.7  23.3   4.7     0   8.6   2.4
71284  13.2  21.7   5.7     0  10.3   0.5
71285  13.9  23.5     7     0  10.4   0.8
71286   9.3  22.4   7.5     0  10.1   1.9
71287  13.1  22.8     7     0  10.4   2.4
71288   5.0  18.2   5.2     0  10.5   3.7
71289   4.8     6   2.6  16.5   6.5   6.7
71290   4.7   6.7   1.4     0   6.9   1.2
71291   4.6     8   4.8     0   7.5   0.8
71292  11.6  13.2   2.4     0   8.3   1.2
71293  12.5    19   2.3     0     9   1.9
71294   8.5  16.6   1.7     0   8.2   2.4
71295   6.2  15.6     5     0   9.1   1.9
71296  11.1  21.4   7.8     0   8.7     6
71297  11.7  15.7   1.4     0   6.9   1.9
71298  11.5  21.6   2.8     0   9.3   2.4
71299   5.5    14   5.8     0   7.4   2.4
71300   7.7  11.3     1     0   5.4   4.4
71301  11.2   8.3  -2.5     0   4.2   3.7
71302   9.5   7.5  -5.9     0   4.1   0.8
71303   8.0   8.4  -0.8     0   4.7   0.5
71304   3.9   5.6  -2.2     0   6.3   0.8
71305   3.8   3.6   1.6     1   6.7   0.8
71306   3.8   6.6   1.3   4.4   7.9   0.8
71307   3.7   5.8   0.5     0     8   2.4
71308   3.7  12.2   5.6     0  10.4   1.2
71309  10.0    19   3.4   0.6   8.3   1.2
71310  10.0  18.7   2.7     0   8.4   3.7
71311   7.1  19.4     3     0   8.6   2.4
71312   3.7  15.8     5     0   9.9   3.7
71313   5.8  19.4   7.1   0.1    10     5
71314   4.8  19.3  12.1     0   9.7     6
71315   7.2  20.4   6.4     0   9.3   3.7
71316   3.7  15.8   7.7   0.7  10.2   1.9
71317   3.3   9.9   5.4   0.2   9.6   2.4
71318   3.2   8.4   3.6     2   8.4   2.4
71319   4.9   8.7   2.3   0.8   7.3   1.9
71320   3.2   8.2  -0.2     0   7.5   1.9
71321   4.9  11.2   2.8     0   7.7   0.8
71322   3.5   8.2   5.3   0.2   7.1   3.7
71323   3.4  14.3   5.3     0   9.4   6.7
71324   3.0    12  -2.4   6.4   5.1   7.5
71325   7.2  -2.1  -8.1   6.8   3.4   4.4
71326   3.0   1.2 -10.2   0.1   4.1   6.7
71327   4.5   3.6  -1.2   5.8   5.5     5
71328   5.5   3.6  -3.5   0.1   5.1   0.8
71329   2.9   0.3  -4.7     0   5.1   1.2
71330   2.8   0.8  -1.6   0.6   5.4   0.8
71331   3.4   3.3  -0.2     0   6.1   0.5
71332   3.5   5.1  -1.5     0   5.4   6.7
71333   2.8     5   2.2   0.2     6   6.7
71334   4.1   8.8   1.8   0.8   7.2     6
71335   6.5  10.8     4     2   7.9   2.4
71336   2.7  10.4   4.5     0   8.7   2.4
71337   2.7   5.6   2.7   0.9   7.8   3.7
71338   2.7   6.5   3.2   0.1   7.8   1.2
71339   2.7   4.7   0.4     0     7   1.9
71340   2.6     9   4.3   1.1   9.3   1.9
71341   6.9   8.6   1.2     0   6.8   2.4
71342   2.6   5.5  -0.2     0   6.5     5
71343   5.5   1.2  -6.2   2.7     4   6.7
71344   5.1  -2.2 -11.2     0   3.2   0.8
71345   2.6   1.3  -3.3     0   5.3   1.2
71346   4.2   7.4     1   0.1   6.7   2.9
71347   2.6     7  -0.4   0.1   6.1   2.4
71348   2.6   7.5  -0.3     0   7.1   2.9
71349   5.2   7.5   0.6     0   6.9   1.9
71350   2.5   3.4    -2     0   5.7   1.2
71351   5.8     8  -0.4     0   6.8   1.2
71352   2.5     2   0.2     0   6.4   0.5
71353   2.5   3.4   0.6     0   6.6   0.8
71354   2.5   2.6   0.2     0   6.2   2.4
71355   2.5   6.1  -0.3     2   7.5   2.4
71356   2.5  11.6   4.2     3   9.5   1.2
71357   3.7   8.4   1.4     0   7.7   1.2
71358   6.5   7.4  -0.5     0   6.7   2.4
71359   3.4   7.8  -0.7     0   6.5   2.4
71360   2.6   1.7  -2.7     0   5.7   1.2
71361   2.6   3.5     0     0   6.6   2.9
71362   2.6   0.7  -0.7   0.5   5.7   0.8
71363   2.6  -0.2  -1.7     0   5.5   1.2
71364   4.0   4.4  -3.8     0   5.4   1.2
71365   5.7     7    -1     0   5.8   1.9
72001   2.6     4  -2.7     0   6.2   4.4
72002   2.7   4.5     2     3   7.3   1.9
72003   4.9   7.5     1   0.4   6.9   3.7
72004   4.8   7.8     1     0   6.2   8.6
72005   2.8   5.4     1     0   7.1   2.4
72006   2.7   4.3     2   2.6   6.9   1.2
72007   2.8   6.4     2   0.1   7.2   0.5
72008   6.0   7.8     3     0   6.7   4.4
72009   3.2   8.2   3.6     0   7.6   1.2
72010   2.8   5.7   2.4     0   7.9   0.5
72011   2.9     5   1.8     0   6.8   1.2
72012   7.8   2.4  -5.4     0   3.7   2.4
72013   4.6   0.2  -9.2     0   3.7   2.4
72014   7.7    -3  -9.6     0   1.9   3.7
72015   7.9  -3.6   -12     0     2     0
72016   7.7  -4.3   -13     0   1.9   1.9
72017   3.1  -6.4   -14     0   1.9     5
72018   3.1   0.2  -7.5     0   2.8   7.5
72019   6.9   5.3  -6.7     0   3.9   1.9
72020   3.1   2.5  -6.7     0   4.5   0.8
72021   7.8   6.4  -6.6     0     4   1.9
72022   4.2   1.3  -8.3     0   3.4   0.8
72023   7.8   2.8 -10.2     0     3   1.2
72024   6.5   3.4  -9.5     0   3.3   1.2
72025   3.3   1.4  -6.4     0   4.1   2.4
72026   6.4     3    -8     0   3.8   1.2
72027   5.7   5.8  -4.8     0   4.8     5
72028   3.5     7   0.4   2.1   5.6   7.5
72029   3.6     7  -0.7   0.1   6.1   4.4
72030   4.5   7.4   0.7   0.3   7.5   1.2
72031   5.6   9.2     0     0   7.5   2.4
72032   3.6   3.8  -2.8   4.5   3.8   6.7
72033  10.1   1.3  -7.1     0   3.1   2.4
72034  10.3   0.6    -9     0   2.9   3.7
72035  10.3     2  -8.4     0   2.9   3.7
72036  10.7     5    -8     0   2.7   2.9
72037   8.5   5.2  -7.4     0   3.1     6
72038   3.9     6    -4     0   4.3   9.4
72039   9.4   7.8  -1.6     0   4.7  10.2
72040   4.9   9.5   1.2     0   5.2     6
72041   5.5    11  -0.3   1.4   5.9     5
72042   8.4  13.7   1.4     0   6.9     6
72043   7.0    15   5.4     0   7.1   7.5
72044   4.3  11.8     6   1.8     9   1.9
72045   4.3   6.7   3.2  14.8   7.9   1.9
72046   4.4     4   1.4  14.9   7.1   1.9
72047  10.9   7.4     0   0.5   6.3   1.9
72048  11.2   9.2  -1.8     0   6.3   1.2
72049  12.4  11.4  -1.2     0   6.4     6
72050  11.8   9.8    -1     0   5.4   9.4
72051   8.8    10     2     0   5.7   7.5
72052   5.7   9.4     2   1.2   6.9   8.6
72053   4.8  10.1   3.4   0.2   7.7   4.4
72054   4.9     8   4.6     3   8.9   2.4
72055   5.3   9.8   5.3     0   8.3   1.2
72056   5.0   9.8   3.4     0     7   3.7
72057   6.4  11.7   3.2   0.2   7.5   2.4
72058   5.5  12.3   4.6   0.2   8.4   0.8
72059   5.5  13.2   5.2     0   7.8   1.9
72060   5.3     9   5.2   0.3     8   1.9
72061   7.2  12.4   4.2   0.2   7.7   2.4
72062   9.3    12   2.8     0   7.1   1.9
72063   5.7  11.1   3.6     0   6.6   3.7
72064   8.6  10.5     2     0   5.6   3.7
72065  14.7  10.8   0.2     0   5.6   8.6
72066  13.3  12.7   3.1     0   5.9  10.2
72067   8.7  14.3   4.2     0   7.2   8.6
72068  13.1    20   4.5     0   8.4   4.4
72069  13.2  22.6   6.2   1.2   8.2   4.4
72070   8.6  22.5   5.3     0     8   2.9
72071   6.1  14.6     2     0   8.2   2.4
72072   6.1   2.4  -3.8     4   4.2     5
72073  17.4   4.2  -7.3   0.6   3.6   2.4
72074  17.7  11.3    -7     0   3.5   0.8
72075  17.8  16.8  -2.7     0   4.7   2.9
72076  15.0    19  -0.4     0   5.3   1.2
72077  17.8    20   0.8     0   5.5   1.2
72078  17.0  17.2   2.6     0   5.7   2.9
72079  17.7  15.2   4.4     0     5   4.4
72080  18.5    17  -2.2     0   4.4   4.4
72081  18.5  18.8  -0.2     0   4.9   1.2
72082  15.5    19   1.8     0   5.8   2.4
72083  16.4  19.4   2.8     0   6.1   3.7
72084  13.9  14.7     2     0   4.6   6.7
72085  19.4  11.8  -3.2     0     4   2.4
72086  19.4  20.4  -1.5     0   4.3   2.4
72087  16.4  21.5   4.4     0   6.1   4.4
72088  15.6  21.4   5.1     0   6.8   7.5
72089  16.1  13.9   5.3   0.2   6.2   1.9
72090  18.6  18.1  -0.1     0     6   1.2
72091  18.8  21.2   5.7     0   7.1   3.7
72092  15.2  21.2   7.2     0   9.8   3.7
72093  17.4  11.7   4.1   4.2   6.2   3.7
72094  14.3  20.7   5.7     0   8.8   2.9
72095  15.0  21.1  11.3     0   9.9   2.4
72096  17.2  25.6   7.2     0   9.8   2.4
72097  14.3  18.8     7     0   9.6   3.7
72098  21.9  20.7   3.4   0.2   7.8   1.2
72099  21.9  23.4   4.9     0   6.3   2.9
72100  19.2  21.5   5.2     0   8.7   4.4
72101  18.4    20  10.3     0   8.8   0.8
72102  18.9  23.6   7.7     0   8.2   2.4
72103  14.0  25.6  13.4   0.1  11.1   4.4
72104  11.9    20  13.2   0.3  12.2   2.9
72105  13.1  19.8     9   2.3  12.2   1.9
72106  15.0    20  11.9   3.4  14.4   1.2
72107  12.5  21.5  10.6   2.4    14   2.4
72108  19.5  20.5  11.2     3    13   2.4
72109  10.7    18  10.2   0.2  11.6   1.9
72110  17.9  17.8     7     0   9.5   1.9
72111   8.8  15.5     9     0  13.4   2.9
72112  12.1  19.6   9.6   3.6  12.9   3.7
72113  10.2  18.9  11.4   0.2  13.1   1.2
72114  21.6  18.5   9.2   5.7  10.6   2.4
72115  15.5  17.4   7.4     0  11.2   1.2
72116   9.1  11.4   7.7   7.3    10   3.7
72117   9.1   7.7   3.6   3.7   7.5   1.9
72118  12.3  11.7   1.4   0.2   7.3   2.9
72119  23.2  14.1   2.7     0   6.9   2.9
72120  26.2  15.1     0     0   6.1   1.2
72121  20.2    19   3.4     0   8.8   2.4
72122  21.2  22.7    11     0   8.8   3.7
72123  16.5  20.2     9     0  10.2   3.7
72124   9.5  16.7   9.5   0.1  11.5   2.4
72125  13.1  18.8   9.3   1.2  10.4   1.2
72126  16.9    22    10     0  11.6   2.9
72127  14.6  20.8  10.3     1  12.3   1.9
72128  15.1  22.8   8.5     0  12.8   0.8
72129  17.9  23.3  11.6     0  12.1   2.9
72130  16.9    23  10.6   1.2    14   1.9
72131  22.9  22.4    11   2.3  13.1   0.1
72132  10.5  16.7  10.1     0  12.3   2.9
72133   9.9  11.2   8.3  10.9  11.1   3.7
72134  19.6    20   5.5   6.2  11.8   1.9
72135  10.3  22.7   9.2     0  13.6   4.4
72136  10.3  24.8  11.9     0  13.3     6
72137  19.9  29.6  16.3     0  14.1   6.7
72138  20.2  23.2  13.6   1.7  12.9   0.8
72139  12.1  25.3    11     0  13.7   2.9
72140  12.7    28  14.6   0.4  14.5   4.4
72141  25.5    23  13.2   4.4  13.1   2.4
72142  24.9  24.5    13     0  10.2   0.8
72143  22.5  23.5  12.4     0  11.8   0.8
72144  27.4  25.4   9.2     0  11.4   0.5
72145  26.8  26.7  10.4     0  12.3   1.2
72146  26.0    29  13.4     0  13.1   1.9
72147  28.6  28.6  13.2     0  13.6   1.9
72148  25.0  30.2  12.4     0  12.3   6.7
72149  10.4  15.3  10.8     0  11.3   1.9
72150  27.5  21.4   7.5   0.8   9.1   4.4
72151  27.4  25.5  11.6     0  11.5   1.2
72152  27.5  28.2  10.3     0    12   2.4
72153  11.0    21  12.7   0.1  15.4   2.4
72154  17.1  22.2    13     8  14.7   2.9
72155  26.1  24.6  13.7   4.1    15   2.4
72156  23.6  27.5  11.6     0  16.7   1.9
72157  22.9  27.4  15.4   0.9  17.8   2.9
72158  29.3  28.6  15.1     0  14.5     5
72159  29.6    29  14.9     0  12.9   3.7
72160  29.8  30.3  13.7     0  12.8   2.4
72161  24.3  30.7  13.9     0  15.5   0.8
72162  23.4  31.4  17.3     0  16.7   4.4
72163  27.4    31  15.3   0.2  16.6   2.4
72164  25.8    32  17.4     0  16.4   7.5
72165  15.3  28.9    19   2.1  18.8   2.4
72166  26.8  30.3  18.6   0.5  16.2   2.9
72167  29.0  33.2  17.1     0  15.7   1.2
72168  27.5  30.8  19.2     0  15.7   2.9
72169  29.0  29.5  13.3     0  12.9   2.4
72170  14.8    22  14.4   1.6  16.3   4.4
72171  27.6  26.3  12.4  11.2  13.4   3.7
72172  29.5  28.1  13.5     0  12.8   4.4
72173  29.5  26.8  12.4     0  12.1   2.4
72174  27.7  29.6  13.2     0  11.4   2.9
72175  20.4  32.4    15     0  14.5   2.9
72176  11.4  24.4  14.9  20.9  15.4   3.7
72177  29.9  21.1  11.3   0.5    11   2.4
72178  13.4  20.6  11.6     0  12.6   3.7
72179  22.8    24   9.5     0    13   2.9
72180  25.5  24.4  10.9     0  13.2   2.4
72181  27.6    30  14.7     0  15.6   2.9
72182  21.8  29.7  16.3     0  18.3   2.4
72183  28.5  25.5  14.2   0.9  13.8   4.4
72184  26.5  25.3  12.7     0  12.6   1.9
72185  15.6  23.6  14.8     0  12.2   2.9
72186  21.3  24.8  12.2     0  12.7   2.9
72187  26.3  24.9  10.7     0    14   2.4
72188  23.2  28.1  12.9     0    13   1.9
72189  19.7  27.7    17     0  18.5   1.9
72190  27.8  28.7  14.8   4.4  17.1   2.4
72191  25.1  30.8    15     0    16   1.9
72192  28.0  30.8  15.2     0    16   2.4
72193  14.3  24.2  17.5     0  18.3   4.4
72194  16.2  27.6  15.3   0.4  16.6   4.4
72195  13.3  21.5  14.8  56.2  17.3   2.4
