@DATE  SRAD  TMAX  TMIN  RAIN  VAPO  WIND                 
1971129   21.40   19.60    8.00     .00    8.60    1.00
1971130   26.70   23.70   10.00     .00    9.70    1.00
1971131   26.20   26.20   12.00     .00    9.80    1.00
1971132   25.60   25.80   11.60     .00    9.50    2.00
1971133   28.50   26.00   11.50     .00    8.10    4.00
1971134   27.80   26.60   10.90     .00    6.20    2.00
1971135   28.60   29.00   12.00     .00    9.20    1.00
1971136   28.50   29.50   12.60     .00   10.30    1.00
1971137   25.10   29.20   15.00     .00   12.00    5.00
1971138   28.40   27.40   15.80     .00   10.40    4.00
1971139   28.50   28.50   15.80     .00   10.80    4.00
1971140   28.60   30.40   13.40     .00   10.90    1.00
1971141   27.20   29.30   15.60     .00   10.80    2.00
1971142   26.80   28.40   15.60     .00   10.70    1.00
1971143   21.20   25.40   12.80     .00   11.10    2.00
1971144   18.90   24.40   12.40    1.70   10.90    1.00
1971145   28.90   26.00   12.50    8.60   11.00    1.00
1971146   25.80   26.40   15.20     .00   12.00     .00
1971147   23.80   27.30   14.00    1.90   11.70    1.00
1971148   14.00   21.70   14.00     .90   11.00    1.00
1971149   23.80   23.50    9.30    1.10   11.00    1.00
1971150   12.50   20.00   13.60     .20   11.80    1.00
1971151   12.50   21.80   15.50    7.90   13.20     .00
1971152   13.90   22.40   13.70   10.20   12.30    1.00
1971153   21.40   26.00   12.00   11.60   12.70    1.00
1971154   22.90   25.70   12.60     .00   12.80    1.00
1971155   29.90   26.40   12.80     .00   11.40    2.00
1971156   28.60   27.80   13.40     .00   12.20    1.00
1971157   26.30   27.50    9.50     .00   12.50    1.00
1971158   25.20   27.10   13.80     .00   12.20    1.00
1971159   25.90   26.40   14.80     .00   11.80    2.00
1971160   25.10   25.60   14.00     .00   12.00    1.00
1971161   22.20   27.70   12.80     .20   11.70    2.00
1971162   26.60   27.20   15.80     .10   12.20    1.00
1971163   22.40   23.80   13.70     .90   10.50    3.00
1971164   19.00   21.00   10.90    4.40    9.90     .00
1971165   29.80   24.80   10.40    6.10   10.60    2.00
1971166   30.10   28.50   12.60     .00   12.40    2.00
1971167   24.50   26.60   15.20     .50   10.30    3.00
1971168   28.00   22.90   10.20     .40    9.00    2.00
1971169   13.70   22.20   12.40     .10   11.10    3.00
1971170   25.10   20.60   10.20    5.00    9.40    2.00
1971171   22.90   20.10   12.60     .30    9.50    2.00
1971172   18.40   26.20   12.40     .00   11.50     .00
1971173   22.20   25.20   15.40     .00   11.30    1.00
1971174   14.80   22.90   16.70     .00   11.80    1.00
1971175   27.60   26.20   10.40     .00    9.90    3.00
1971176   24.10   28.90   12.70     .00   12.90    1.00
1971177   16.90   27.50   14.60     .00   15.00    1.00
1971178   27.40   31.20   16.50     .00   13.50    2.00
1971179   28.60   25.80   15.70    3.30   61.40    2.00
1971180   11.40   20.40   10.60     .00    9.80    2.00
1971181   22.90   21.00    7.60     .70    8.10    2.00
1971182   24.10   21.00    6.60     .20    7.50    3.00
1971183   14.80   20.60    9.70     .00    8.90    5.00
1971184   21.40   24.70   14.80     .00    8.80    3.00
1971185   15.80   24.00   14.00     .00   10.10    3.00
1971186   26.40   28.60   15.00     .00   10.90    2.00
1971187   25.50   27.60   11.60     .00   11.70    2.00
1971188   27.10   29.00   12.80     .00   10.10    2.00
1971189   26.90   27.00   14.50     .00    9.20    4.00
1971190   27.30   29.40   11.50     .00   11.60    1.00
1971191   27.40   29.00   15.00     .00   10.80    2.00
1971192   27.00   30.50   15.20     .00   10.60    2.00
1971193   27.60   31.60   14.40     .00   10.80    1.00
1971194   22.70   32.70   15.60     .00   13.20    1.00
1971195   13.30   24.10   18.50     .00   14.50    2.00
1971196   24.90   28.30   13.40     .20   10.30    2.00
1971197   26.30   30.60   15.20     .00   10.70     .00
1971198   26.10   32.40   15.60     .00   13.30    1.00
1971199   23.20   34.00   18.00     .00   13.70    2.00
1971200   14.20   25.30   16.40     .30   12.30    3.00
1971201   15.20   22.20   14.20     .20   66.40    3.00
1971202   24.10   24.10   10.30     .00    8.90    2.00
1971203   20.70   25.40   10.50     .00    9.00    2.00
1971204   16.90   24.80   11.00     .00    9.20     .00
1971205   23.00   27.40    9.40     .00    8.90    1.00
1971206   24.50   29.60   11.30     .00    9.70    2.00
1971207   22.90   30.00   13.50     .00   11.50    2.00
1971208   25.50   31.00   13.10     .00   11.10    1.00
1971209   19.70   32.00   15.20     .00   12.60     .00
1971210   15.30   31.50   19.00     .00   15.20    6.00
1971211   15.00   28.70   18.60     .10   15.80    3.00
1971212   17.50   28.70   17.70   19.80   17.00    2.00
1971213   16.40   29.40   20.40    6.30   14.70    4.00
1971214   23.10   30.60   17.00     .00   14.70    2.00
1971215   24.40   32.40   19.00     .00   16.40     .00
1971216   24.50   34.00   18.00     .00   16.10    1.00
1971217   24.50   31.70   18.70     .00   15.40     .00
1971218   24.20   33.80   19.00     .00   16.60    1.00
1971219   24.90   36.40   20.00     .00   16.50    2.00
1971220   24.10   34.00   20.00     .00   13.70    3.00
1971221   18.00   25.50   16.00    1.80   11.80    2.00
1971222   24.70   27.50   12.80     .00   14.80    2.00
1971223   24.30   30.60   14.90     .00   13.20    1.00
1971224   20.30   32.70   15.80     .00   13.40    1.00
1971225   24.00   27.00   15.20    8.40   12.30    1.00
1971226   24.30   29.90   14.50     .00   12.10    1.00
1971227   24.20   33.60   13.90     .00   12.10    2.00
1971228   23.30   33.50   15.10     .00   12.50    2.00
1971229   11.10   25.70   17.40   11.60   13.00    2.00
1971230   19.20   23.50   14.00     .60   12.20    1.00
1971231   23.00   27.80   14.20     .00   13.00    1.00
1971232   23.00   29.00   15.00     .00   11.00    4.00
1971233   22.90   30.60   13.70     .00   11.10    3.00
1971234   21.80   31.00   15.00     .00   11.60    3.00
1971235   21.40   31.00   19.00     .00   14.20    2.00
1971236   16.40   27.20   16.90     .80   13.40    3.00
1971237   16.10   22.60   14.20     .90    9.90    2.00
1971238   21.00   26.60    9.50     .00   11.70    1.00
1971239   15.20   34.80   16.60     .00   13.10    2.00
1971240   19.20   24.80   14.90    9.60   11.40    4.00
1971241   21.00   28.00   11.40     .00    9.70    3.00
1971242   21.10   27.50   12.10     .00   10.70    3.00
1971243   19.30   29.30   14.80     .00   12.80    3.00
1971244   10.00   23.30   15.00   10.20   12.60    2.00
1971245   10.00   19.50   15.20    3.30   11.80    1.00
1971246   16.80   24.20   12.60     .00   10.70    2.00
1971247   19.80   25.90    9.80     .00   10.30    1.00
1971248   17.60   26.50   12.20     .00   12.30    1.00
1971249   14.00   22.20   12.40     .00    8.50    3.00
1971250   15.30   18.70    5.60     .00    7.50    3.00
1971251   13.50   15.10    6.40     .50    7.40    2.00
1971252   18.30   16.50    6.60     .40    6.40    4.00
1971253   15.30   21.50    2.80     .00    7.80    2.00
1971254   11.20   24.00   12.80     .00   12.60    2.00
1971255   16.10   23.00   12.60    1.50   10.20    1.00
1971256    9.30   16.80   11.80     .20    9.60    1.00
1971257   11.30   20.50   10.40     .40    9.60    1.00
1971258    8.90   17.70   11.60     .00   10.50     .00
1971259    8.80   14.50    9.50     .00    7.50    3.00
1971260    9.10   14.20    7.70     .60    6.60    2.00
1971261   12.80   15.70    5.20     .00    5.80    1.00
1971262   11.70   18.00    3.90     .00    6.30    1.00
1971263   17.10   19.90    6.20     .00    7.90    1.00
1971264   14.60   22.00    9.00     .00    9.00    1.00
1971265   17.10   23.10    6.50     .00    8.10    2.00
1971266   16.80   22.70    9.00     .00    8.30    3.00
1971267   16.70   22.90    7.60     .00    8.70    2.00
1971268   13.60   23.00    7.40     .00    8.90    1.00
1971269   13.60   23.00   11.60     .00   10.60    1.00
1971270   14.20   25.00   11.20     .00    9.90    1.00
1971271   11.60   25.30   10.80     .00   10.40    4.00
1971272    7.70   19.30   14.00    3.80   12.30    2.00
1971273    7.60   16.00   13.40    3.90   10.80    3.00
1971274    9.50   19.40   12.70    2.10   11.00    2.00
1971275   16.40   22.00    8.90     .00    9.70    1.00
1971276   15.10   23.00    6.50     .00    9.60    1.00
1971277   17.20   23.70    6.60     .00   10.10     .00
1971278    8.60   14.60    6.30    1.50    5.80    2.00
1971279   12.20   12.00    2.10     .30    4.40    2.00
1971280    9.90   14.70    2.20     .00    4.80    2.00
1971281   17.20   22.60    3.00     .00    6.40    2.00
1971282   16.90   25.00    3.10     .00    6.10     .00
1971283   16.30   23.00    5.50     .00   47.30    2.00
1971284   15.60   22.50    6.00     .00    8.20    1.00
1971285   15.40   23.20    5.20     .00    9.00    1.00
1971286   13.30   23.80    8.30     .00    8.20    2.00
1971287   14.40   23.90    7.80     .00    9.10    1.00
1971288    4.60   18.00    5.00     .00    7.80    4.00
1971289    4.50    5.70    3.30   14.80    5.30    2.00
1971290    4.50    6.40    1.50     .00    5.40     .00
1971291    4.50    8.60    4.60     .00    5.80     .00
1971292   14.20   14.40    2.50     .00    6.00    2.00
1971293   14.80   19.10    2.20     .00    6.80    1.00
1971294    8.70   17.00     .00     .00    6.10    3.00
1971295   10.90   17.50    5.20     .00    6.60    2.00
1971296   13.50   23.40    9.20     .00    7.10    4.00
1971297   13.60   16.60    2.10     .00    5.30    1.00
1971298   13.30   23.20    3.50     .00    6.80    2.00
1971299    8.40   14.50    6.40     .00    6.00    2.00
1971300    9.30   11.50    1.00     .00    4.10    3.00
1971301   12.00    8.50   -4.50     .00    3.20    2.00
1971302   11.20    7.50   -5.40     .00    3.30    1.00
1971303   10.80    9.00   -3.40     .00    3.50    1.00
1971304    3.70    5.20    -.50     .00    4.70    2.00
1971305    3.70    4.10    1.50    6.40    5.30    2.00
1971306    3.60    7.40    3.00    7.30    6.20     .00
1971307    3.60    8.50    1.60     .60    6.30     .00
1971308    3.50   12.20    7.00     .00    7.80    2.00
1971309   12.00   20.20    5.00     .00    7.10    1.00
1971310   11.90   21.00    2.50     .00    6.00    2.00
1971311    8.10   19.80    2.30     .00    6.90    1.00
1971312    4.20   18.50    5.70     .00    7.50    1.00
1971313    7.80   22.40    6.60     .00    7.80    4.00
1971314    4.00   18.60   12.40     .00    8.50    3.00
1971315    6.70   20.50    8.00     .00    6.80    4.00
1971316    6.20   17.20    6.20     .30    7.30    1.00
1971317    3.10   10.20    6.00     .10    7.50    2.00
1971318    3.10    7.90    4.50    7.00    6.70    1.00
1971319    6.50    9.40    3.20     .30    5.80    2.00
1971320    3.00    8.20    -.40     .00    5.80    1.00
1971321    7.80   13.20    2.50     .00    5.70    3.00
1971322    2.90   10.40    5.40     .00    6.00    2.00
1971323    3.70   17.00    6.40     .00    6.80    6.00
1971324    2.90   15.60   -2.60    9.00    3.80    4.00
1971325    8.00   -2.60   -9.60    4.00    2.40    2.00
1971326    2.80    2.10  -10.20     .00    3.60    5.00
1971327    5.60    4.00   -1.10    2.30    4.30    7.00
1971328    7.50    3.00   -3.70     .80    4.10    1.00
1971329    2.70     .80   -1.20     .00    4.40    1.00
1971330    2.70    2.40   -1.40    1.20    4.30    2.00
1971331    7.20    7.00     .50     .00    4.80    1.00
1971332    2.60    5.20   -1.60     .00    4.70    7.00
1971333    2.60    4.20    2.10     .00    4.80    7.00
1971334    2.60    8.80    1.80    1.00    5.80    5.00
1971335    2.90    7.00    3.00     .90    6.30    2.00
1971336    2.50    7.60    3.00     .10    6.00    2.00
1971337    2.50    4.00    1.50     .10    5.20    4.00
1971338    2.50    6.40    3.00     .00    7.10    1.00
1971339    2.50    5.00    1.30     .00    5.40    3.00
1971340    2.50    9.20    4.80     .60    7.00    3.00
1971341    2.50    7.60    2.10     .00    5.90    3.00
1971342    2.40    6.20    1.40     .10    5.60    2.00
1971343    4.60    2.20   -6.50    2.90    3.10    6.00
1971344    6.50    -.70  -11.60     .80    2.50    1.00
1971345    2.40    1.40   -5.20     .00    4.00    4.00
1971346    3.50    8.20    1.00     .50    5.80    3.00
1971347    2.40    6.70    2.00     .10    4.70    3.00
1971348    3.20    8.20    1.00     .00    5.60    1.00
1971349    5.00    9.60    2.00     .00    5.70    1.00
1971350    7.30    9.30    -.60     .00    5.00    3.00
1971351    6.80    9.00    1.00     .00    5.40    5.00
1971352    2.30    2.60   -1.70     .00    4.40    1.00
1971353    2.30    1.20     .00     .00    4.70    3.00
1971354    2.30    2.40   -1.20     .00    4.60    3.00
1971355    2.30    6.40    1.00    6.10    6.00    3.00
1971356    2.50   11.10    4.60    2.50    7.10    3.00
1971357    6.10   11.30     .20     .00    6.00    1.00
1971358    6.10    7.60    1.40     .00    5.10    2.00
1971359    6.20    7.70   -2.10     .00    4.90    3.00
1971360    2.30    1.50   -1.50     .00    4.50    1.00
1971361    2.40    1.00    -.90     .30    4.60    2.00
1971362    2.40     .50   -1.00     .10    4.40    2.00
1971363    2.40     .00   -1.60     .00    4.20    4.00
1971364    3.60    4.20   -3.00     .00    4.20    6.00
1971365    3.80    6.50    1.00     .00    5.00    9.00
1972001    2.40    4.60    1.90     .00    5.50   11.00
1972002    2.40    4.20    2.50    8.00    5.30    1.00
1972003    4.60    7.50    2.30    1.00    5.40    9.00
1972004    4.30    8.50    2.00     .00    5.30    8.00
1972005    2.50    5.60    2.40    2.70    5.50    2.00
1972006    2.50    4.60    2.60     .00    5.40    2.00
1972007    2.50    6.40    2.60     .00    5.40    2.00
1972008    3.60    8.00    2.50     .00    5.20    5.00
1972009    4.40    8.50    2.50     .00    5.80     .00
1972010    2.60    5.50    3.10     .00    6.20     .00
1972011    2.60    5.20    2.40     .20    5.30    1.00
1972012    8.50    2.70   -4.00     .00    3.10    4.00
1972013    8.50   -1.30   -8.20     .00    2.90    2.00
1972014    8.70   -1.30   -9.70     .00    1.60    6.00
1972015    3.00   -3.90  -10.60     .00    1.70    2.00
1972016    8.10   -4.00  -11.40     .00    1.80    5.00
1972017    4.40   -8.20  -11.40     .00    1.30   11.00
1972018    2.80   -3.50  -10.80     .00    2.10   18.00
1972019    6.20    3.50   -4.50     .80    3.30   10.00
1972020    2.90    2.60   -1.00     .00    3.70    7.00
1972021    9.10    5.50   -1.00     .00    3.40    9.00
1972022    4.10    3.10   -4.20     .00    2.50    6.00
1972023    4.90    2.20   -6.10     .00    2.70    6.00
1972024    3.00    1.20   -5.40     .00    3.10    4.00
1972025    5.90    2.90   -4.20     .00    3.40    2.00
1972026    5.30    2.60   -5.50     .00    3.20    3.00
1972027    5.90    7.30   -2.20     .00    3.90    6.00
1972028    3.20    5.10     .00     .20    3.80    8.00
1972029    4.00    7.30   -1.40     .00    4.40    4.00
1972030    5.30    9.70   -1.10     .00    4.90    1.00
1972031    3.30    5.10   -1.60     .00    4.60    3.00
1972032    5.30    3.30   -3.80     .20    2.90   11.00
1972033   10.30    1.40   -5.60     .00    2.40    8.00
1972034   11.50    1.70   -8.10     .00    1.90    6.00
1972035   11.60    1.60   -9.40     .00    2.10    6.00
1972036    9.90    4.00   -8.60     .00    2.20    6.00
1972037    8.70    5.40   -6.00     .00    2.90    4.00
1972038    6.40   10.00   -2.00     .00    3.50    8.00
1972039    9.30    9.60   -1.00     .00    3.90    8.00
1972040    4.00    8.60     .60     .00    4.80    5.00
1972041    4.10   11.30     .40    1.20    5.50    4.00
1972042    5.80   11.70   -1.50     .40    5.60    5.00
1972043    6.30   15.60    4.80     .00    5.60   10.00
1972044    3.90   10.80    4.40    1.20    6.30    5.00
1972045    4.00    5.30    2.80     .00    5.60    6.00
1972046    4.00    3.20    1.10    9.90    5.20    4.00
1972047    5.80    6.80    1.60     .40    5.00     .00
1972048   10.80   10.00   -3.00     .00    4.80    3.00
1972049   13.80   12.60     .60     .00    5.10    4.00
1972050   11.50   10.70    1.20     .00    4.80   10.00
1972051    9.30   12.40    2.20     .00    4.90   10.00
1972052    5.70   12.30    2.70     .10    5.70    8.00
1972053    6.80   10.40    4.20     .00    5.70   10.00
1972054    4.40    9.00    4.00     .00    6.70    1.00
1972055    6.40   10.20    5.00     .10    5.90    5.00
1972056    4.50    8.40    5.00     .00    5.60   11.00
1972057    6.60   10.00    3.90     .50    6.30    3.00
1972058    7.40   11.50     .80     .90    6.30    1.00
1972059    6.10   13.00    4.00     .00    6.10    6.00
1972060    4.80    7.90    4.60     .00    5.90    3.00
1972061    9.40   11.40    3.60     .90    6.40    1.00
1972062    7.20   11.50    3.30     .10    5.50    4.00
1972063   14.90   11.80    3.10     .00    5.20    7.00
1972064   13.70   10.70    1.40     .00    4.80    6.00
1972065   14.00   12.90    1.50     .00    4.80   12.00
1972066    9.90    9.70    2.60     .00    4.80   14.00
1972067    8.80   16.00    4.30     .00    5.80    6.00
1972068   11.10   21.20    4.00     .00    6.00    3.00
1972069   11.30   23.30    8.00     .00    6.40    3.00
1972070    9.10   22.00    5.40     .00    6.20    3.00
1972071    5.10   15.80    9.50     .00    6.00    8.00
1972072    5.10    5.40   -2.70     .00    2.50   15.00
1972073   17.00    5.50   -5.60     .00    1.90    7.00
1972074   17.20   11.70   -7.50     .00    1.90    2.00
1972075   17.30   18.00   -2.20     .00    2.80    4.00
1972076   14.50   19.00     .70     .00    3.80    2.00
1972077   15.30   19.50    3.80     .00    4.00    5.00
1972078   17.40   17.90    2.60     .00    4.40    5.00
1972079   16.70   12.80    5.30     .00    3.80   11.00
1972080   18.30   17.60    1.50     .00    3.60    5.00
1972081   19.30   19.50     .40     .00    4.10     .00
1972082   14.70   19.70    2.40     .00    4.60    2.00
1972083   16.20   19.50    3.40     .00    4.70    3.00
1972084   11.20   15.50    2.60     .00    4.00    7.00
1972085   20.70   13.50   -2.60     .00    3.40    3.00
1972086   21.20   21.70    -.70     .00    3.50    2.00
1972087   18.80   23.00    8.80     .00    4.80    5.00
1972088   19.80   22.40    5.40     .00    5.40    5.00
1972089   16.30   14.00    4.20    2.40    4.70    2.00
1972090   19.30   19.60    -.30     .00    5.00     .00
1972091   20.80   22.80    7.40     .00    5.90    3.00
1972092   16.80   21.70    5.40     .00    6.70    4.00
1972093   17.90   14.00    5.50    8.10    6.00    2.00
1972094   15.30   22.40    5.80     .00    6.60    1.00
1972095   20.20   22.40    8.60     .00    7.70    2.00
1972096   19.10   26.60    9.80     .00    7.30    2.00
1972097   13.80   22.50    7.20     .00    6.90    2.00
1972098   21.90   20.40    4.40     .00    5.60    3.00
1972099   21.60   23.70    4.90     .00    4.70    1.00
1972100   17.70   21.00    6.10     .00    6.50    3.00
1972101   19.10   20.40   10.20     .00    7.10    1.00
1972102   21.00   24.20    7.70     .00    6.30    1.00
1972103   13.70   24.70   11.40    1.50    9.10    2.00
1972104   11.50   20.80   12.90     .50    9.50    6.00
1972105    8.90   17.00    9.90    1.30    9.50    2.00
1972106    9.40   17.20   11.00     .90   10.40    2.00
1972107   13.00   22.10   10.60     .00   10.70    2.00
1972108   16.90   19.00    9.20   11.10    9.60    2.00
1972109   10.60   15.40   10.20    4.50    9.50    2.00
1972110   11.90   16.40    8.20     .00    8.50    1.00
1972111    8.90   14.60    8.80     .00   10.20    4.00
1972112   10.30   18.70   11.80   17.20   11.10    3.00
1972113   16.20   19.00   12.00     .80    9.50    2.00
1972114   22.60   18.50    7.90    1.80    8.20    1.00
1972115   12.10   16.00    7.20     .10    9.40    2.00
1972116    9.20   11.70    4.70    2.60    6.90    5.00
1972117    9.30    6.30    2.90    5.70    5.70    2.00
1972118   18.80   12.20    1.00     .10    5.80    2.00
1972119   23.80   13.60    3.40     .10    5.50    4.00
1972120   26.90   14.60    1.30     .00    4.80    1.00
1972121   20.80   18.60    4.00     .00    6.50    4.00
1972122   25.10   22.70    6.70     .00    7.50    3.00
1972123   19.90   21.10    8.90     .00    8.60    3.00
1972124    9.80   16.00   10.60    2.20    8.90    1.00
1972125   10.50   16.80    9.80     .20    8.80    1.00
1972126   15.70   21.90   10.20     .00    9.40    2.00
1972127   10.80   18.00   11.60     .00   10.50    2.00
1972128   20.20   21.20   10.90    9.30   10.90    3.00
1972129   24.20   22.50    9.90     .00    9.10    3.00
1972130   18.70   22.70   10.00     .00   10.30    3.00
1972131   17.40   21.30   11.60   17.70   10.80    2.00
1972132   10.60   15.00   10.50     .00    9.30    4.00
1972133   15.40   16.00    8.40   10.40    8.10    4.00
1972134   19.10   22.00    6.40     .40    8.90    2.00
1972135   11.40   23.40   13.80     .00   10.20    4.00
1972136   11.70   26.90   12.00     .00    8.20    4.00
1972137   18.40   29.20   17.40     .00   10.90    5.00
1972138   24.00   21.70   13.50     .00    9.40    2.00
1972139   12.60   23.70   10.00     .00   10.80    4.00
1972140   20.10   28.20   16.50     .00   11.10    7.00
1972141   26.40   24.20   13.10    4.20    8.70    3.00
1972142   23.00   24.00   10.60     .00    7.70    2.00
1972143   24.90   23.70   11.30     .00    8.90    1.00
1972144   25.90   25.30    9.50     .00    8.90    1.00
1972145   27.90   27.50   10.30     .00    8.60    1.00
