DATE S	RAD  T	MAX	TMIN  R	AIN  V	APO  W	IND		Razlika tmax-tmin
84162	24,7	24,5	8,4	2,8	12,1	0,8		16,1
84163	20,1	25,7	9	0	12,7	0,8		16,7
84164	10,6	15,9	11,7	7	13,7	0,5		4,2
84165	25	20	3,2	0	8,9	1,2		16,8
84166	28,2	26,1	3,9	0	10,5	0,5		22,2
84167	14,6	25,1	8,4	0	13,7	0,8		16,7
84168	10,6	17,9	12,2	6,2	11,8	0,8		5,7
84169	19,8	20,6	6,4	0	11,7	0,8		14,2
84170	17,6	21,2	7,6	0	11,8	0,5		13,6
84171	23,4	24,7	7,8	0	12,1	0,8		16,9
84172	25,8	26,3	8,4	0	13,6	0,5		17,9
84173	19,7	30,2	9,4	0	15,8	0,5		20,8
84174	11,3	26,2	14,2	4,7	17,4	0,5		12
84175	10,9	24,8	16,9	0,4	17,5	0,5		7,9
84176	10,6	18	10,4	1,1	14	0,1		7,6
84177	20,5	19,4	10	7,2	10,6	1,2		9,4
84178	21	23,4	3,9	0	11,1	0,5		19,5
84179	24,7	23	9,4	0,4	11,8	0,5		13,6
84180	27	29,7	7	0	13,5	1,2		22,7
84181	26,7	30,8	10,8	0	14,2	0,5		20
84182	20,4	25	14,2	0	16,9	0,8		10,8
84183	17,9	25,3	13,6	0	16,1	0,5		11,7
84184	20,5	31,9	12	0	18	0,5		19,9
84185	10,5	21,4	12	0	14,2	2,4		9,4
84186	15,5	18,8	10	13,5	10,5	0,8		8,8
84187	12,4	17,8	5,4	0	10,8	0,5		12,4
84188	12,1	17,4	8	2,2	11,8	0,5		9,4
84189	13,8	20,9	6,7	1,2	10,6	1,9		14,2
84190	17,4	19,2	7,4	5,3	11,6	0,8		11,8
84191	24,3	24	7,6	0	12,9	0,8		16,4
84192	25,5	29,1	8,1	0	13,6	0,5		21
84193	27,9	32	10,1	0	15,2	0,5		21,9
84194	27,3	35,8	10,7	0	17,7	0,1		25,1
84195	25,5	36,8	14,6	0	20,2	0,5		22,2
84196	24	33	15,9	0	22,2	0,5		17,1
84197	23,6	33,4	16,4	0	17,6	0,8		17
84198	15	26,6	12,8	0	15,1	0,8		13,8
84199	10,2	17,1	10,9	1,6	12,5	0,8		6,2
84200	12,5	17,6	9	9,7	13	0,8		8,6
84201	20,8	23,5	12,6	0	13,5	0,8		10,9
84202	18,6	24,2	8,5	0	14,7	0,5		15,7
84203	19,9	25	11,4	0	13,9	0,1		13,6
84204	23,9	27,5	9	0	13,6	0,1		18,5
84205	27	32,3	9	0	13,7	0,5		23,3
84206	24,2	27,8	16,4	3,3	17,9	0,5		11,4
84207	24,1	26	14	16,2	15,3	0,5		12
84208	17	25	13	0,4	17,2	1,2		12
84209	12,4	20,4	13,1	15	14,8	0,5		7,3
84210	16,8	19,8	10,2	2	12,9	1,2		9,6
84211	22,5	21,6	12,4	1,4	13,8	1,2		9,2
84212	21,4	26	10,4	0	15,5	0,1		15,6
84213	22,1	28,8	12,8	0	17,2	0,1		16
84214	23,5	32,1	13,2	0	17,7	0,1		18,9
84215	14,8	22,9	14,5	0	18,2	0,5		8,4
84216	22,6	25,7	16	9,9	15,7	0,5		9,7
84217	24	27,2	11,6	0	16,8	0,5		15,6
84218	22,4	29,2	14,4	0	16,5	0,5		14,8
84219	22,6	30,6	13	0	19,2	0,8		17,6
84220	13,9	25,9	16,8	2,2	18,9	1,2		9,1
84221	12,4	25	15,4	4,4	17,9	0,8		9,6
84222	16,1	26,9	14	0,3	19	0,5		12,9
84223	11,5	28	16,4	0	19,9	0,1		11,6
84224	20,3	27,7	13,2	0,1	16,9	1,9		14,5
84225	18,8	25,7	11,6	1,5	16	0,8		14,1
84226	14,9	23,7	12,8	0	17,4	0,1		10,9
84227	10,3	21,7	13,4	5,8	17,4	0,5		8,3
84228	13,6	22,9	14,5	0,1	16,3	0,8		8,4
84229	15,9	24,4	12,4	0,3	15,8	0,5		12
84230	14	23,5	11	0	15,4	0		12,5
84231	13,4	22,6	13	0,1	16,7	0,1		9,6
84232	16,3	22,9	11,6	8,8	14,1	0,8		11,3
84233	16,4	21	11	0	12,2	0,5		10
84234	14,4	21,4	6,5	0	12,6	0,8		14,9
84235	19,4	23,9	8,8	0,5	12	0,5		15,1
84236	20,5	26,7	8,4	0	12,5	0,1		18,3
84237	17,3	28,8	8	0	14,6	0,5		20,8
84238	10,1	22,4	14,8	8,8	16,9	0,8		7,6
84239	8,4	20	15,8	7,6	18,2	0		4,2
84240	13,4	21,4	12,4	3,4	14,2	0,5		9
84241	17,4	20,8	6,8	2,8	11,4	0,5		14
84242	14,7	22	8	0	13,8	0,5		14
84243	8,1	21,1	12,5	0	15,6	0,1		8,6
84244	14,4	24,6	13,4	0	14,8	0,8		11,2
84245	14,4	24,4	9	0	14,3	0		15,4
84246	15,5	25,7	12	0	14,6	0,5		13,7
84247	18,5	27,5	10,8	0	15,8	0,8		16,7
84248	18,1	30	9,6	0	15,6	0,1		20,4
84249	18,3	29,6	10,4	0	13,8	0,5		19,2
84250	18,1	30,9	8,8	0	13,7	0,1		22,1
84251	15,8	27,3	11,2	1,7	16,3	0,8		16,1
84252	17,4	25,6	11,9	0	13,9	1,2		13,7
84253	10,1	20,8	8,7	0	12,5	0,5		12,1
84254	14,3	25,3	7,1	0	12,8	0		18,2
84255	10,6	18,1	8,8	1,6	11	0,5		9,3
84256	16,2	24,7	5,8	0	11	0		18,9
84257	17,7	27,2	5,2	0	11,9	0,1		22
84258	18,4	29,9	6,6	0	12,8	0,1		23,3
84259	16	30,3	8,8	0	12	0,5		21,5
84260	7	16,1	11	0	15,1	0		5,1
84261	6,9	17,3	12,8	10,6	15,3	0,8		4,5
84262	14,7	23,2	10	7,6	13	0,5		13,2
84263	9,7	23,8	10,2	0	13,9	0		13,6
84264	12,4	25,5	11,4	0	16,3	0,1		14,1
84265	12,3	22,4	13,7	3,2	15,5	0,5		8,7
84266	8,5	22,4	11,8	2,1	13,1	0,8		10,6
84267	17,3	26,4	6,6	0,2	10,3	1,2		19,8
84268	12,1	27,2	14,4	0	13,7	1,9		12,8
84269	9,9	20,6	11,4	64,5	13,4	2,4		9,2
84270	10,8	16,1	6,6	23,6	9,6	0,5		9,5
84271	8,5	15	3,8	0,5	10,3	0,1		11,2
84272	12,7	20,2	8	4	11,1	0		12,2
84273	6,5	17,1	8,2	0	13,5	0,1		8,9
84274	12	24,5	12,2	1,1	15,4	0,8		12,3
84275	10,1	24,6	14	0	18	0		10,6
84276	9,4	23,4	12,9	0,3	14,3	1,2		10,5
84277	9,5	23	8,6	0	13,5	0,1		14,4
84278	13,5	25,7	9,7	0	11,3	0,8		16
84279	5,7	28,3	8,2	0	11,9	1,9		20,1
84280	9,1	27,1	11,8	0	14,6	0,8		15,3
84281	7,3	22,2	13	0	15,9	0,5		9,2
84282	5,5	14,3	9,6	21,1	12,4	0,8		4,7
84283	10	17,4	8,6	9,6	10,8	0,1		8,8
84284	7,8	19	7,1	0	12,8	0,1		11,9
84285	5,3	18,7	11,9	0	15,1	0,5		6,8
84286	5,2	18,4	12,2	0	15,7	0,1		6,2
84287	6,4	17	7,7	8,8	11,8	0,8		9,3
84288	8,8	16,3	5,6	2	10,1	0,1		10,7
84289	7,9	18	4,4	0	9,8	0		13,6
84290	9,5	13,2	5,5	0	7,3	2,4		7,7
84291	12,7	13,2	1,2	0	5,8	0,1		12
84292	10,3	18,2	-2,4	0	6,5	0,1		20,6
84293	10,9	21,8	-1	0	7,5	0		22,8
84294	8,4	20,3	1,2	0	9,7	0,1		19,1
84295	7,9	19,3	10	1,7	13,1	0,1		9,3
84296	4,6	16,4	11	3,4	13,6	0,1		5,4
84297	10	23,3	9,9	0	13	0,1		13,4
84298	8,6	21,6	8,8	0	11,8	0		12,8
84299	7,9	19,6	7,1	0	11	0		12,5
84300	8,7	21,4	5	0	10,1	0,1		16,4
84301	9,6	20,6	4,4	0	10,4	0,1		16,2
84302	4,7	16,6	6,4	0	11,5	0,5		10,2
84303	4,2	12,3	10	0,1	11,8	0,1		2,3
84304	4,2	13,2	9,6	2,3	11,3	0,5		3,6
84305	4,9	13	7,2	0	9,9	1,2		5,8
84306	7,6	11,9	1	0	6,8	0,1		10,9
84307	6,2	10	-0,9	0	6,3	0,1		10,9
84308	7,1	10,5	-0,9	0	6,2	0		11,4
84309	6,4	12,1	-1,4	0	6,7	0		13,5
84310	6,2	11,1	-0,9	0	7	0,1		12
84311	6,4	14	1	0	7,5	0		13
84312	6,2	17,1	2	0	8,7	0,1		15,1
84313	7,4	17	0,9	0	8,3	0		16,1
84314	6,6	15,7	2,2	0	8,4	0		13,5
84315	5,9	15,1	2	0	8,4	0		13,1
84316	3,6	12	3,8	0	8,6	1,2		8,2
84317	6,6	9,4	-1,2	0	5,7	0,5		10,6
84318	3,6	4,6	-2	0	5,9	0,1		6,6
84319	5,6	4,6	-5,8	0	4,4	0,5		10,4
84320	3,5	1,4	-5,4	0,5	5,6	0		6,8
84321	3,4	6,6	1,4	5,3	6,9	0,5		5,2
84322	3,4	6,8	-0,4	0	7,5	0,8		7,2
84323	4,5	11,6	2,7	17,5	8,7	0,8		8,9
84324	3,3	7,9	1,5	0,3	7,5	0		6,4
84325	3,3	6,6	3,2	1,7	8,2	0,5		3,4
84326	3,3	7,2	1,4	24,9	7,2	0		5,8
84327	4,8	7,2	-1,7	0	6,1	0,1		8,9
84328	4	13,3	-2,2	0	7,3	0,1		15,5
84329	7	21,3	0,4	0	8,8	1,9		20,9
84330	6,6	16,8	3,2	0	8,4	0,1		13,6
84331	3,1	6,1	2,4	0	8	0		3,7
84332	3,1	9	2,3	0,3	8,9	1,2		6,7
84333	7	10,8	-1,4	7,3	6	0,5		12,2
84334	3,1	-0,4	-3,8	0	5,4	0,1		3,4
84335	3	-0,8	-3,4	0	5,2	0,1		2,6
84336	3	-0,6	-2,4	0	5,5	0		1,8
84337	3	2,6	-1	0	6,1	0		3,6
84338	5,3	6,8	-0,8	0	6,5	0,1		7,6
84339	6,9	8,1	-3,9	0	5	0,8		12
84340	3	-0,7	-5,8	0	4,9	0		5,1
84341	2,9	-0,4	-3,1	0	4,6	0,1		2,7
84342	5,7	2,6	-4,4	0	4,2	0,5		7
84343	2,9	-1,3	-6,5	0	4,5	0,1		5,2
84344	2,9	-2,2	-3,6	0	4,6	0,5		1,4
84345	3	1,7	-3,6	0	5,1	0		5,3
84346	2,9	9	-3	0	6,2	0,8		12
84347	3,5	8	-2,1	0	4,9	1,9		10,1
84348	2,9	-0,3	-7,9	0	4,5	0		7,6
84349	2,9	2	-0,4	0,1	6	0		2,4
84350	2,9	1,5	-2,7	2,6	5	0		4,2
84351	2,9	0,4	-3	0	5,3	0		3,4
84352	2,9	3,2	-1	0	6,1	0,1		4,2
84353	4,6	9,2	-1,1	0	6,7	0		10,3
84354	2,8	6,4	-1,2	0	6,8	0		7,6
84355	2,9	3,3	0,4	0,3	7,2	0		2,9
84356	2,9	3,4	2,3	0,2	6,7	0,5		1,1
84357	2,9	4,9	2,4	0,4	6,6	0,8		2,5
84358	2,9	3,3	0,6	1,1	5,5	1,2		2,7
84359	2,9	0,9	-1,3	1,7	5,2	0,5		2,2
84360	2,9	-1,2	-4,6	2,5	4,3	0,8		3,4
84361	2,9	-2,9	-10,6	4,4	3,2	0,1		7,7
84362	4,1	-1,8	-12,8	0,4	3	0		11
84363	3,9	-3,6	-12,2	0	2,9	0		8,6
84364	2,9	-1,8	-12,8	0	4,1	0		11
84365	2,9	-1	-3	0	4,6	0,5		2
84366	2,9	-1,4	-3,3	0,4	4,3	0,5		1,9
85001	3	-2,6	-5,2	2,3	3,7	0,5		2,6
85002	3	-3,7	-5,9	0,8	3,8	0,1		2,2
85003	3	-2,9	-11,4	13,2	3,1	0		8,5
85004	3	-8,8	-22,4	1,2	1,6	0		13,6
85005	3	-6,6	-14,6	1,4	2,7	0,5		8
85006	3,1	-8,4	-11,4	8,5	2,5	0,8		3
85007	4	-6,6	-17,6	10,7	1,9	0,1		11
85008	3,1	-9,4	-16,2	1,3	2,3	0,1		6,8
85009	3,1	-5,9	-11,2	3,8	2,4	0,1		5,3
85010	3,1	-9,3	-13,7	7,4	2,1	0		4,4
85011	4,2	-6,2	-14,8	0,2	2,3	0,8		8,6
85012	7,4	-2,9	-21,6	0	1,6	0,5		18,7
85013	7,3	-12	-30,7	0	0,9	0		18,7
85014	3,3	-9,2	-25,7	0	1,5	0		16,5
85015	3,3	-5,2	-20,1	0	2,1	0		14,9
85016	3,3	0	-12,4	0	3	0,5		12,4
85017	3,4	-5,8	-18,9	0	1,8	0		13,1
85018	3,4	-5,2	-18,6	0	2	0		13,4
85019	3,4	-3	-16,7	0	3,2	0		13,7
85020	3,5	2,6	-3,5	1,3	5,4	0		6,1
85021	3,5	3,8	-1,8	0,2	5,6	0		5,6
85022	5,5	4,1	-3,1	0	5,6	0		7,2
85023	3,6	13,2	-1	0,8	6,3	1,9		14,2
85024	6,5	18,8	1,4	0	5,9	4,4		17,4
85025	5,1	3,4	-6,8	10,9	4,6	0		10,2
85026	5,5	2,3	-8,7	0	4,1	0,1		11
85027	3,7	2,8	-6,3	0	5,1	0		9,1
85028	3,8	3,3	-0,2	11,4	5,5	0,5		3,5
85029	3,8	1	-0,9	5,1	5,6	0		1,9
85030	7,7	4,8	-6,4	0,1	3,8	0		11,2
85031	7,7	7,4	-7,7	1,2	4,8	0,1		15,1
85032	8,1	7,1	-4,9	0	5,4	0		12
85033	4	8,6	0	0	6,8	0,5		8,6
85034	4,7	8,4	-0,6	5,7	5,4	3,7		9
85035	7,9	-0,6	-5,4	0,8	2,7	3,7		4,8
85036	5,7	5,2	-9,7	0	3,3	0,1		14,9
85037	5,5	10	-6,1	0	5,4	0,1		16,1
85038	7,9	11,8	-3,2	0	5,8	0,5		15
85039	4,3	1,4	-0,9	0,2	4,1	0,8		2,3
85040	4,4	3,7	-1,8	4,8	5,9	0		5,5
85041	6,4	17	0,1	2	7,6	1,9		16,9
85042	4,5	3,7	-8,4	0,1	3,8	1,9		12,1
85043	4,6	-7,4	-13,4	12,9	2,1	0,1		6
85044	8,9	-5,9	-20,6	11,2	1,5	0		14,7
85045	11,2	-4,4	-26,7	0	1	0		22,3
85046	4,7	-4,1	-23,1	0	2,4	0,5		19
85047	11,1	-2,4	-18,2	12,2	1,9	0,8		15,8
85048	5,3	-6,4	-27,5	0	1,6	0,1		21,1
85049	5,9	-4,6	-10,6	0	2,3	0,5		6
85050	9,2	-4,3	-17,3	0	2,5	1,2		13
85051	5,8	-4	-10,8	0,6	2,5	0,8		6,8
85052	11,1	-0,3	-10,1	1,1	2,6	0,5		9,8
85053	13,1	1,8	-17,8	0	2,2	0		19,6
85054	6,4	0	-19	0	2,5	0		19
85055	5,3	-4,1	-17,6	0,4	3,2	0,1		13,5
85056	12,6	4,8	-15,6	5,3	3,5	0		20,4
85057	6,1	7,6	-1,9	0	5,6	0,5		9,5
85058	5,5	4,5	-2,9	0	5,2	0,1		7,4
85059	5,7	3,8	-2,8	0	5,4	0		6,6
85060	5,6	6,4	-0,1	0,1	6,1	0		6,5
85061	5,9	8,1	-1,6	0,9	5,8	0		9,7
85062	5,8	5,8	0,7	0,2	6,2	0,8		5,1
85063	10,3	9,4	-1,2	0	6,2	0,1		10,6
85064	11,2	15,6	-2,8	0	6,4	0		18,4
85065	12,2	15,8	-2	0	7,1	0,1		17,8
85066	8,8	9,7	-1,1	0	6,6	0,1		10,8
85067	6,1	6	0,2	0	6,8	0,1		5,8
85068	6,2	4,4	1,1	0	5,9	1,2		3,3
85069	6,3	3,2	0,6	0,4	5,9	0,5		2,6
85070	6,3	4,1	-0,6	6,2	5,9	1,2		4,7
85071	6,4	6,2	0,8	0	5,7	1,9		5,4
85072	13,6	8,9	-2,2	0	5,3	0,1		11,1
85073	6,5	6,9	-0,8	0	6,1	0,1		7,7
85074	7,5	12,5	1,1	0,1	7,5	0,5		11,4
85075	8,3	12,8	4,1	1,3	7,4	1,2		8,7
85076	8,8	15,3	-1,2	0	6,2	2,9		16,5
85077	14,9	13	3,3	3	5	1,9		9,7
85078	6,9	10,2	3,2	0	7,5	2,4		7
85079	9,6	10	1,9	10,7	7,1	0,8		8,1
85080	8,2	14	0,4	0	7,9	0,8		13,6
85081	7,5	12,4	1	0	7,2	1,9		11,4
85082	7,2	9,8	1,2	0	8,2	0,1		8,6
85083	9,9	14,4	5,1	3,8	8,1	0,1		9,3
85084	10,8	14,2	-0,4	0	7,1	1,2		14,6
85085	7,4	12,1	0,2	0,3	7,2	0,5		11,9
85086	15,9	19,5	-0,6	0	6,7	0,1		20,1
85087	8,3	15,6	2,1	0	8	0,8		13,5
85088	9	6,9	0,1	11,7	5,5	0,1		6,8
85089	19,1	14,2	-3,9	0,8	5	0,1		18,1
85090	20,5	21,4	-2,5	0	6	0,5		23,9
85091	14,2	15	0,4	0	7,5	1,2		14,6
85092	19,5	20	-0,5	0	6,7	0,5		20,5
85093	9,7	16,8	6	0,2	8,5	0,8		10,8
85094	21,4	23,6	-0,6	0	8	0,1		24,2
85095	21,7	24,8	2,2	0	7,9	0,8		22,6
85096	14,4	22,9	3,2	0	7,2	1,2		19,7
85097	12,7	17,3	6,3	0	9,2	0,8		11
85098	19,4	23,2	1,2	4,4	8,5	0,8		22
85099	11,7	26	5,2	0	8,4	1,9		20,8
85100	16,1	29,4	8,9	0	9	2,4		20,5
85101	15,6	21,6	8,2	4,7	10,3	2,4		13,4
85102	10,9	17	2,8	1,4	8,2	0,8		14,2
85103	12,8	12,2	4,2	7,9	7,8	1,9		8
85104	14,6	17,3	-1	1,1	6,8	0		18,3
85105	8,6	13	3,7	0	8,7	0		9,3
85106	8,7	8,6	5,4	14	8,4	1,9		3,2
85107	8,8	8,2	5	19,3	9,3	0,5		3,2
85108	8,8	10	7,7	18	9	1,2		2,3
85109	8,9	10,1	7,3	0	9,3	0,8		2,8
85110	11,8	14,2	7,1	1,2	9,2	0,5		7,1
85111	17,2	17,8	0,9	0	7,5	1,2		16,9
85112	21,9	21,8	0,8	0	8,4	0,5		21
85113	19,9	22,1	3,6	0	9,3	0,5		18,5
85114	10,6	20,4	7,4	0	10,2	2,4		13
85115	22,8	13,7	0,4	10	6,5	0,8		13,3
85116	12,4	17,2	0,9	0	9,3	0,5		16,3
85117	9,3	10,5	7,2	1,9	10,1	0,5		3,3
85118	18,5	23,4	7,6	0,3	9,7	1,2		15,8
85119	11	14,1	2,8	3,1	6,7	2,9		11,3
85120	21,4	17,6	-2,3	0,7	4,6	1,2		19,9
85121	16	17,9	3,8	0	8,1	1,2		14,1
85122	21,8	22	2,8	0,8	8,3	1,9		19,2
85123	14,6	22,4	4,6	0	9,8	1,9		17,8
85124	9,6	12,8	4,6	19,4	9,1	0,1		8,2
85125	14,3	19,8	2,8	0	11,9	0,8		17
85126	9,7	18,8	8,9	1,8	13,2	1,9		9,9
85127	16,1	23,7	7,6	0,3	10,2	0,8		16,1
85128	16,9	20,9	4,4	0	9,5	1,2		16,5
85129	12,8	17,7	9,1	0	12,7	1,2		8,6
85130	19,2	21,3	8,8	1,8	12,5	0,8		12,5
85131	9,9	19,6	13	0,3	15,6	0		6,6
85132	14,3	25,2	11,2	0	14,5	0,8		14
85133	20,4	27	11,4	0	14,7	0,5		15,6
85134	21,8	30	11	0	16,5	0,1		19
85135	18	26,4	12,4	0	14,7	1,9		14
85136	13,7	25,9	12,2	0	15	1,9		13,7
85137	21,4	26,4	13,4	26	15,3	0,5		13
85138	19,8	27,8	12,3	34,6	14,6	0,1		15,5
85139	18,1	24,9	10,6	0	16,6	0,5		14,3
85140	20,5	26,5	12,8	0,5	16,2	0,1		13,7
85141	12,7	26,9	13,8	0	16,2	0,8		13,1
85142	16,3	24,6	13,4	0,7	17	1,2		11,2
85143	23,4	24,8	12,5	0,8	14,7	0,8		12,3
85144	21,9	25,4	10,4	0	13,8	0,5		15
85145	20	23,6	9,9	0	13,5	0,8		13,7
85146	16,9	25	10	0	14,3	1,2		15
85147	27,7	25,4	9,3	0	12,3	1,2		16,1
85148	28,5	28,5	7,4	0	12,9	0		21,1
85149	19,7	27,2	10	0	13,3	0,8		17,2
85150	18	24,6	13,3	2,1	15,7	0,8		11,3
85151	21,7	22,4	13,5	11,8	14,3	1,9		8,9
85152	13,1	21,2	12,5	0,3	16	0,5		8,7
85153	13,6	21	14,2	13,2	15	0,1		6,8
85154	10,5	18,4	14,4	4,2	15,8	0,1		4
85155	11,1	21,4	11,9	2	16	0,1		9,5
85156	21,4	25,2	13,1	0,4	16,3	0,5		12,1
85157	24,1	29	13,4	0	17,8	0,1		15,6
85158	23,7	31,4	13,9	0,2	18,3	0,1		17,5
85159	19,8	30,8	13,6	0	16	1,2		17,2
85160	11,4	21	12	0,8	15	0,8		9
85161	19	22,2	11,8	7,9	15,4	1,2		10,4
85162	12,4	19,5	9,4	0	11,6	0,1		10,1
85163	19,4	21,1	7	1,8	10,5	0,1		14,1
85164	21,3	26,6	6,3	0	13	0,8		20,3
85165	22,3	25	13,2	0	13,8	0,8		11,8
85166	17,8	32,3	13	0	13,4	2,9		19,3
85167	20,4	21,4	13,7	0	11	1,2		7,7
85168	15,3	23,6	11,2	0	13,7	1,9		12,4
85169	21,3	16,8	9,4	22,4	10,3	1,2		7,4
85170	25,8	20	6,1	0,4	9,6	1,2		13,9
85171	11	18,9	8	0	13,2	0,1		10,9
85172	11	16	11,9	14,7	13,5	1,2		4,1
85173	24,9	23,6	8,3	7,1	13,5	0,1		15,3
85174	11,8	19	12,4	0,4	14,9	0,5		6,6
85175	15,9	21,3	11,5	10,2	13,1	0,1		9,8
85176	24,6	23	10,1	1,1	13,6	1,9		12,9
85177	28	24,3	9	0	12,4	0,1		15,3
85178	23,2	27,2	9	0	14,7	1,9		18,2
85179	10,6	16	13,9	0,4	14,7	0,8		2,1
85180	22,6	22,8	8,6	4,3	13,3	0,5		14,2
85181	24,6	25,4	9,8	0	13,3	0,5		15,6
85182	24,5	27,7	8,9	0	15,3	0,5		18,8
85183	23,9	25,7	14,8	0	15,7	1,2		10,9
85184	25	21,7	13,6	6,6	12,7	0,8		8,1
85185	21,7	21,7	10,7	0	13,3	0,8		11
85186	21	23,6	7,8	0	12,4	0,5		15,8
85187	23,6	22,3	8,4	0	13,4	1,2		13,9
85188	23,3	23,6	10,4	0	13	0,8		13,2
85189	20,4	26,6	9	0	15,5	0,5		17,6
85190	10,9	22,4	13,4	1,6	14	0,1		9
85191	12,4	20,2	11	3,6	16,4	0,5		9,2
85192	14,3	19,6	14	21,4	15,7	0		5,6
85193	16,5	24,2	11,1	1	15,3	0,5		13,1
85194	19	25,4	11,6	0	14,7	0		13,8
85195	17,9	27,4	11	0	15,9	0,1		16,4
85196	24	27,4	13	0	15,9	0,5		14,4
85197	24,6	28,6	11	0	16,3	0,8		17,6
85198	22,5	30,9	12	0	18,2	0,5		18,9
85199	25,1	28	16,4	0,8	19,5	0,5		11,6
85200	22,9	31,8	16	0	18,1	0,5		15,8
85201	24,4	31,2	12,4	0	17,2	0,5		18,8
85202	19,5	30,1	13,9	0	17,5	2,4		16,2
85203	28,1	24,4	14,4	0	11,7	1,2		10
85204	27,5	26,8	6,6	0	12,7	0,5		20,2
85205	28	29,3	8,9	0	15,1	0,5		20,4
85206	23,6	28,1	11,9	0	16,4	0,1		16,2
85207	26	30,8	11,5	0	15,3	0,5		19,3
85208	26,2	35	10,4	0	16,8	0,1		24,6
85209	23,2	33,2	15	0	20,2	0,8		18,2
85210	25,7	36	14,4	0	17,6	0,5		21,6
85211	26,4	36,2	12,2	0	16	0,1		24
85212	17,2	35,8	13,4	0	16,3	0,8		22,4
85213	22,4	26,4	17,1	0	16	0,8		9,3
85214	16,4	27,3	11,8	0	18,4	0,1		15,5
85215	25,8	25,8	13	7,6	14	0,5		12,8
85216	17,6	29,3	9,4	0	14,6	0,8		19,9
85217	25,6	28,1	12,5	0	12,8	0,5		15,6
85218	25,9	36,7	9,4	0	15,1	0,5		27,3
85219	14,5	25,4	14,4	3,2	14,3	2,4		11
85220	10,9	19	11,6	5	10,4	2,4		7,4
85221	10,3	19,4	11	0	13	0,8		8,4
85222	22,6	29,6	10,8	0	14,5	0		18,8
85223	24,7	31	10,4	0	15,7	0,1		20,6
85224	25,6	31,3	10,6	0	14,7	0,5		20,7
85225	25,2	32	10,8	0	15,1	0,8		21,2
85226	25	32	11	0	16,9	0,8		21
85227	24,6	32,7	12,8	0	13,9	1,2		19,9
85228	24,4	32	11,1	0	13,9	1,2		20,9
85229	24,4	31,3	9,8	0	14,2	0,5		21,5
85230	18,8	30	10,8	0	16	1,9		19,2
85231	21,9	29	16,5	0	13,5	0,1		12,5
85232	21,1	29,2	9,5	0	15	0,8		19,7
85233	23,4	27,6	11,3	0	12,8	0,8		16,3
85234	23,8	30,3	7,8	0	13	0,1		22,5
85235	23,6	33	9,7	0	14,5	0,5		23,3
85236	21,6	34,4	11,8	0	16,6	0,8		22,6
85237	21,6	34,8	12,2	0	14,5	0,5		22,6
85238	20,2	36,7	12,5	0	14,1	0,1		24,2
85239	8,3	23,6	13	4,2	15,4	1,2		10,6
85240	8,2	16	12,4	46,5	14,6	1,2		3,6
85241	8,2	14,5	13,4	31,9	14,9	1,2		1,1
85242	8,1	18,8	13,9	2,5	16,9	0,8		4,9
85243	9,3	24,1	14,8	4,9	17,9	0,8		9,3
85244	17,2	28,6	14	0	17,2	0,1		14,6
85245	10,5	27,2	14,2	0	18,6	0,1		13
85246	15,7	28,6	14,6	0	19,3	0,1		14
85247	10	19,2	10,3	0	13,7	0,1		8,9
85248	16,2	21,8	9,7	0,6	12,3	0,5		12,1
85249	17,7	27,8	7,9	0	12,7	0,5		19,9
85250	11,1	17,3	8,2	0	10,4	0,1		9,1
85251	16,1	20,8	4	0	10,5	0,5		16,8
85252	7,6	15,1	8,6	0	11,9	0,1		6,5
85253	16,4	18,1	8,3	2,3	9,8	0,5		9,8
85254	18	20,6	4,2	0	10,6	0,1		16,4
85255	16,3	22,8	6,8	0	11,1	0,8		16
85256	18,1	18,3	6,9	0	9,9	0,5		11,4
85257	15,8	20,1	4,4	0	9,6	0,1		15,7
85258	16,1	21,8	2,3	0	10,1	0,8		19,5
85259	99	22,8	5	0	12,3	0,5		17,8
85260	15,1	24	8,9	0	13,7	0,1		15,1
85261	14,9	26,8	10,5	0	14,6	0,1		16,3
85262	14,1	25,7	11,1	0	14,9	0,1		14,6
85263	12	28	10,4	0,1	15,5	0		17,6
85264	14,1	27,8	12,5	0	15,6	0		15,3
85265	14,1	27,6	11,4	0	14,8	0		16,2
85266	14,4	27,8	9,4	0	15,2	0		18,4
85267	13,7	27	10,5	0	15,4	0,5		16,5
85268	12,3	29	10,8	0	16,5	0		18,2
85269	8,2	22,5	12,3	0	12,6	0,5		10,2
85270	13,4	20,6	7,1	0	10,8	0,5		13,5
85271	13,3	22,6	4,6	0	10,8	0,1		18
85272	12	22,3	6	0	11,1	0,5		16,3
85273	13,8	20,6	4,8	0	9,1	0,5		15,8
85274	12,3	21	2,4	0	9,9	0,5		18,6
85275	13,4	25,6	4,4	0	11,2	0		21,2
85276	13,3	27,1	5,1	0	10,5	0,1		22
85277	13,9	26,1	1,8	0	10,1	0		24,3
85278	13,3	25,8	2,4	0	10,7	0		23,4
85279	12,8	25,8	4,2	0	10,6	0		21,6
85280	12,3	26,3	4,9	0	11,8	0		21,4
85281	10,2	23,2	8,7	0	13,3	0		14,5
85282	8,9	20,6	8,5	0	13,4	0,1		12,1
85283	5,4	17,8	9,4	0	14	0,5		8,4
85284	9,6	18	6,7	0,1	10	0,8		11,3
85285	7,6	20,8	2,6	0	10,4	0,8		18,2
85286	6,2	13,4	5,2	0,4	8,2	0,1		8,2
