DATE S	RAD  T	MAX	TMIN  R	AIN  V	APO  W	IND		Razlika tmax-tmin
85287	7,3	10,2	5	0	6,8	1,9		5,2
85288	5,1	7,2	-1,6	0	7,7	0,8		8,8
85289	5	8,8	4	9,6	7,7	0,8		4,8
85290	8	10,1	0,4	0,6	6,7	0,8		9,7
85291	6,8	15,8	4,6	0	8,4	0,1		11,2
85292	4,8	13,6	2,4	0	9	0,1		11,2
85293	4,8	9,4	7,9	0,5	10,2	0		1,5
85294	4,7	12,9	6	0,2	9,6	0,5		6,9
85295	5,4	15,1	4,3	0	9,9	0		10,8
85296	4,6	8	5,9	3	9,3	0,8		2,1
85297	4,5	9,6	5,9	7,2	8,3	0,5		3,7
85298	8,8	11,7	0,4	0	7,1	0,5		11,3
85299	8,1	12	0,3	0	7	0,1		11,7
85300	7,3	12,4	-1	0	6,6	0,1		13,4
85301	7,9	14,7	0,4	0	7,2	0		14,3
85302	4,8	10,9	0,6	0	8,2	0,8		10,3
85303	5,9	11,4	4,4	0,1	8,5	0,5		7
85304	4,1	11,8	3,6	1,4	9,9	0,1		8,2
85305	6,7	17,3	7,8	6	12,7	0		9,5
85306	4,1	11,6	7,2	2,8	10,2	0,8		4,4
85307	4,9	11,4	4	7,2	8,7	0,1		7,4
85308	3,9	7,2	2,9	0,1	8,8	0		4,3
85309	7,4	14,4	6,7	9,1	10,2	0,5		7,7
85310	3,9	12,2	6,4	0,9	10	1,2		5,8
85311	8,9	10,1	-1,9	8,6	4,8	0,1		12
85312	8,1	11,2	-5,3	0	5,5	0		16,5
85313	9,1	15,9	-1	0	6,3	0		16,9
85314	8,9	17,3	-1,4	0	7,4	0		18,7
85315	5,6	12,5	-0,1	0	7,2	0,1		12,6
85316	99	11,3	2,9	0	8,1	0,1		8,4
85317	6,4	24,4	5,9	0	11	2,4		18,5
85318	4,5	17,6	4,8	0	8,1	1,2		12,8
85319	3,5	5	2,3	0	4,8	1,9		2,7
85320	4,6	4,6	-0,1	0	5,6	0,5		4,7
85321	3,4	1,3	-0,2	13,5	6	0		1,5
85322	3,4	0,4	-0,6	19,2	5,9	0		1
85323	3,3	3	0,2	95,3	6,1	0,1		2,8
85324	3,3	1,6	0,6	1,4	6,1	0,1		1
85325	3,3	4,3	0,5	10	6,6	0,1		3,8
85326	3,2	3,7	1	0,5	6,7	0		2,7
85327	3,2	2,5	0,9	0	6,7	0		1,6
85328	3,2	2,5	0,5	0,2	6,7	0		2
85329	3,2	4,8	0,6	2,8	6,6	0		4,2
85330	3,1	1,6	0,1	0,5	6,2	0,1		1,5
85331	3,4	3,8	-0,2	13,8	6	0		4
85332	3,2	4,7	0,2	2,1	6,1	0,1		4,5
85333	3,3	3	-5	0,3	5	1,2		8
85334	3,6	1,3	-7,5	0,3	5	0		8,8
85335	4,5	7,3	-1,2	0,9	6,2	0		8,5
85336	3	0,9	-1,6	0	5,9	0		2,5
85337	5	5,8	-2,1	0	5,5	0		7,9
85338	5,2	6,9	-2,3	0	5,8	0		9,2
85339	4,8	5	-3,4	0	4,7	0		8,4
85340	6,8	9,6	-5,9	0	5	0		15,5
85341	6,8	10,8	-4,2	0	5,8	0		15
85342	3	2,1	-3,4	0	5,3	0		5,5
85343	2,9	1,6	-3,4	0	5,4	0		5
85344	4,4	7,2	-1,9	0	6,2	0		9,1
85345	2,9	3,2	-0,6	0	6,7	0		3,8
85346	2,9	4,4	2,7	2	7,3	0,5		1,7
85347	2,9	4,4	2,2	2,1	6,8	0		2,2
85348	2,9	3,3	2	0	6,6	0		1,3
85349	4,5	7,9	1	0	6,8	0,5		6,9
85350	3	8,1	-0,6	0	7,5	0		8,7
85351	4,8	15,7	0,4	0	7	1,2		15,3
85352	2,8	7,4	1,8	0,1	7,1	0,1		5,6
85353	4,1	8,8	0,2	0	7	0,5		8,6
85354	3,2	5	-1,2	7,2	5,9	1,2		6,2
85355	3	3,8	-1,2	1,1	6,2	0		5
85356	2,9	-0,2	-2,8	0,1	5,2	0		2,6
85357	2,9	-2,1	-4,6	0	4,4	0,5		2,5
85358	4,3	-0,4	-5,5	0	4,3	0,1		5,1
85359	5,1	2,4	-6	0	4,7	0		8,4
85360	2,9	1,6	-3,8	0	5,5	0,5		5,4
85361	2,9	3,4	0,4	1,2	6,5	0		3
85362	2,9	0,9	-1,8	0,3	5,8	0,1		2,7
85363	3,2	18,4	0,6	0	8,1	2,4		17,8
85364	2,9	16	-0,1	1,1	7	1,2		16,1
85365	2,9	1,3	-0,2	6,8	6	0		1,5
86001	3	1,6	0,4	0,8	6,3	1,9		1,2
86002	3	2,9	0	0,5	6,2	0		2,9
86003	4,4	8,8	0	0	7,2	0		8,8
86004	3,1	7,5	0,5	2	7,5	0,5		7
86005	3,6	2,9	-8,6	11	4,5	0,1		11,5
86006	3,1	-5,2	-8	0,1	3,6	0		2,8
86007	3,1	0,2	-6,1	3,4	5,3	0,5		6,3
86008	3,8	-0,8	-11,6	8	3,1	0		10,8
86009	3,1	-5,2	-11,3	0	3,1	0		6,1
86010	3,1	-0,5	-11,2	0	3,8	0,5		10,7
86011	3,6	-6,7	-15,4	0,3	2,5	0		8,7
86012	3,2	0	-6,7	1,9	4,7	0		6,7
86013	5,2	2,3	-10	0,5	4,1	0,1		12,3
86014	4,9	7,4	-10	0	4,5	0,1		17,4
86015	3,6	5,4	-3,7	0,1	6,1	1,2		9,1
86016	3,3	1,8	-2,9	12,6	5,2	0,1		4,7
86017	6,1	0,7	-6,2	0	4,2	1,2		6,9
86018	4,4	-1,4	-10	0,8	3	1,2		8,6
86019	4,1	9,1	-10,9	0	5,2	0,8		20
86020	3,5	6	-1,5	0	6,4	0,1		7,5
86021	3,5	0,5	-4,7	3,3	5	0		5,2
86022	3,7	-0,8	-5,7	0	4,7	0		4,9
86023	4,7	4,3	-2,4	0	5,8	0		6,7
86024	3,6	14,2	-2	0	7,4	2,9		16,2
86025	3,7	9,8	0,3	3,9	5,5	1,2		9,5
86026	5,1	4,2	-1,1	1,4	5,2	1,2		5,3
86027	6	2,1	-6,6	1,4	4,8	0,1		8,7
86028	3,8	2,3	-1,6	0,6	5,6	0,1		3,9
86029	3,8	4	-1,2	0	5,6	0,1		5,2
86030	3,9	3,1	-2,4	0	5,6	0		5,5
86031	3,9	7,7	-1,8	0	6,5	1,2		9,5
86032	4	9,6	3,8	0	7,7	5		5,8
86033	4	4,6	-1,3	7,6	5,6	2,9		5,9
86034	4,1	-1	-3,6	0,6	4,2	1,9		2,6
86035	4,1	-3,6	-7	0,1	3	2,4		3,4
86036	4,8	-3,2	-7,6	0	3	1,2		4,4
86037	4,2	-0,7	-6,4	0,1	3,8	0,1		5,7
86038	4,3	-0,9	-3	0	4,2	1,9		2,1
86039	4,3	-0,2	-2,8	0,7	4,7	0,5		2,6
86040	4,4	3,4	-2,6	0	5,5	0,1		6
86041	4,5	2,6	0,6	0	5,4	0,8		2
86042	4,5	1,7	-1	2,7	5,7	0,8		2,7
86043	4,6	0,4	-5,7	0,3	4,2	0,8		6,1
86044	4,6	-0,5	-6,7	5,2	3,8	0		6,2
86045	4,7	1,9	-7,7	5,2	3,8	0		9,6
86046	4,7	0,2	-10,9	0,1	4	0		11,1
86047	4,8	3,3	-1,9	3,2	5,2	0,1		5,2
86048	5,2	5,3	-4,1	0	5,3	0		9,4
86049	6,7	15,1	-1,9	0	7,2	1,2		17
86050	5	7,3	4,9	34,8	8,7	0		2,4
86051	6,4	10,4	1,6	9,2	7,9	0,8		8,8
86052	5,1	2,5	0,1	3,7	5,6	1,2		2,4
86053	5,2	5	-0,4	0,3	6,4	0,1		5,4
86054	6,9	5,7	0,1	10,5	6,1	0,5		5,6
86055	5,3	3,3	-3,4	1	5,4	0,8		6,7
86056	5,4	-2,4	-7,2	7,4	3,5	0,5		4,8
86057	5,4	-3,9	-10,8	4,9	3	0,1		6,9
86058	5,5	-2,8	-9,7	0,8	2,9	0		6,9
86059	8,2	-1,6	-15,8	0,3	2,6	0		14,2
86060	5,6	-0,8	-5,5	0,6	4,1	0,5		4,7
86061	5,7	1,2	-1,9	6,1	5,5	0,5		3,1
86062	5,8	1,1	0,1	4,9	6	0		1
86063	5,8	2,5	-0,1	1,6	6,1	0		2,6
86064	5,9	2,8	-1,1	15,2	5,7	0		3,9
86065	10,2	6,6	-2,8	0	5,2	0,1		9,4
86066	6,2	7,5	-3,4	0	5,8	0		10,9
86067	6,1	4,8	0,4	0	6,7	0		4,4
86068	6,2	6,2	1,4	0,2	7	0		4,8
86069	6,4	7,7	2	0	7	0,1		5,7
86070	6,3	7	1	0	6,9	0,8		6
86071	11,3	13,6	1,3	0	7,4	1,2		12,3
86072	13,1	12	0	0	7,3	1,9		12
86073	9,6	12,4	1,4	0	7,3	1,9		11
86074	6,6	6,6	2	0	6,2	2,4		4,6
86075	6,7	4,3	-0,3	0	4,7	3,7		4,6
86076	12,1	6,8	-3,6	0	4,7	0,5		10,4
86077	6,8	3,1	-3	0	5,4	0,8		6,1
86078	6,9	3,4	-1,3	1,8	5,2	0		4,7
86079	9,5	7,3	-3,1	0,1	5,7	0,8		10,4
86080	15,6	12,4	1,2	0	5,7	0,5		11,2
86081	7,1	6,2	-0,9	0	7	0,5		7,1
86082	11	11,5	2,2	1	7,5	0,8		9,3
86083	10,4	11,3	4,6	1	8,5	0,5		6,7
86084	8,1	17,6	3,4	2,3	8,8	2,4		14,2
86085	7,4	14,4	7	0	9,6	0,8		7,4
86086	7,4	12,4	5,5	9	9,8	0		6,9
86087	14,3	19	5,1	0	11,2	0,5		13,9
86088	12,9	23,4	5,5	0	11,9	0,1		17,9
86089	16,7	21,4	4,6	0	10	0,8		16,8
86090	20,7	20	5	0	7,8	0,8		15
86091	18,8	19,2	0,8	0	8	1,2		18,4
86092	19,6	21,4	1,7	0	8,5	0,8		19,7
86093	99,9	25,8	1,9	0	8,3	0,1		23,9
86094	13	23,4	4,3	0	9,1	0,8		19,1
86095	16,2	23,8	4,9	0	10,1	0,5		18,9
86096	18,7	24,4	5	0	10	0,1		19,4
86097	11,6	25,6	5,5	0	11	0,8		20,1
86098	16,2	26,1	6,8	0	9,7	1,2		19,3
86099	17,9	27,4	5,2	0	7,9	0,8		22,2
86100	10,9	17,4	7,2	0	7,4	2,4		10,2
86101	8,4	17,1	5,8	0	9,6	0,5		11,3
86102	9,6	13,8	5,7	1,7	9,4	2,4		8,1
86103	8,5	5,7	2,7	2,4	7,1	1,9		3
86104	8,6	4,5	-0,6	6,6	5,5	1,9		5,1
86105	14,9	15,2	-4,7	0	6,9	0,5		19,9
86106	8,7	16,2	3	0	8,8	0,5		13,2
86107	16,3	21,8	3,5	0	8,9	0,5		18,3
86108	10,1	23,2	5,1	0	9,7	1,2		18,1
86109	8,9	18,3	6	0	9,3	0,8		12,3
86110	11,1	11,8	3,4	11,7	7,7	1,2		8,4
86111	21,5	18	0,4	3,7	7,6	0,8		17,6
86112	23,6	22,5	0,2	0	9,5	0,5		22,3
86113	23,8	23,6	2,2	0	9,9	0,1		21,4
86114	25,4	27	4,8	0	9,9	0,5		22,2
86115	21,4	26,8	5	0	11,1	0,5		21,8
86116	21,7	28,3	6	0	12,4	0,1		22,3
86117	11,4	24,2	7,2	0	11,2	0,5		17
86118	13,3	24,1	4,6	0	13,1	0,1		19,5
86119	9,8	17,6	10,5	9,3	12,3	0,5		7,1
86120	9,4	14,7	6,3	2	12,6	0,5		8,4
86121	12,1	20,2	9	3	13,2	0,8		11,2
86122	12,1	22	10,2	6,4	13,6	0		11,8
86123	20,9	23,4	10	6,2	13,2	0		13,4
86124	16,4	23,7	7,5	0	12,2	1,2		16,2
86125	22,4	21,8	8,5	24,4	13,2	0,8		13,3
86126	22,7	21,6	6,6	0	12,3	0,8		15
86127	22,9	22,9	6	0	11,4	0,8		16,9
86128	21,7	23,6	5,8	0	13,3	0,5		17,8
86129	9,8	14,8	11,2	15,6	13,1	0,5		3,6
86130	9,9	14,9	7,2	1,4	10,8	0,1		7,7
86131	17,3	20,6	7,3	0	11,5	0,1		13,3
86132	10,7	19,4	7	0	12,9	0,5		12,4
86133	23,6	22,2	9,7	3,6	12,6	0,1		12,5
86134	24,9	24,7	6,4	0	13,2	0,1		18,3
86135	21,2	26,2	8	0	15,2	1,2		18,2
86136	13,6	25,5	11,1	0	15,5	0,5		14,4
86137	15,1	26,2	12,5	3,3	15,7	0,1		13,7
86138	24,1	24	13,9	3,2	15,7	0,1		10,1
86139	14,5	27,9	11,8	0	16,6	0,1		16,1
86140	13,6	25,4	12,1	0	18,3	0,5		13,3
86141	22,1	26,2	15,5	1,3	18,1	0,1		10,7
86142	14,6	28,6	13,2	0	18,7	0,8		15,4
86143	14,2	27	16,6	13,2	19,1	0,1		10,4
86144	14,4	23,6	14,2	7	18,7	0,5		9,4
86145	10,6	18,3	10,9	0,7	13,6	0,8		7,4
86146	23,7	22,4	10,4	3,2	14,3	0,5		12
86147	22,7	25,4	11	0	16,5	0,5		14,4
86148	15,5	28,4	11	0	17,1	1,9		17,4
86149	21,6	26,9	12,3	0,9	16	1,9		14,6
86150	19,1	28,3	12,1	0,6	16,6	1,2		16,2
86151	10,5	17,9	14,2	0	15,2	0,8		3,7
86152	16,4	20,4	11,2	12	13,8	1,2		9,2
86153	28,3	19,2	7	3,4	11,7	0,1		12,2
86154	13,1	22,4	8	0	13,8	0,8		14,4
86155	18,2	22	10,6	2,9	14,8	0,5		11,4
86156	10,5	17,4	10,9	0	13,9	0,5		6,5
86157	10,5	16,4	10,8	2,7	13,3	1,2		5,6
86158	21,1	20	9,4	24	14,4	0,5		10,6
86159	10,6	16	13,3	0,6	14,7	0,1		2,7
86160	10,6	19,6	10	0,3	13,5	0,8		9,6
86161	10,6	19,5	13,7	4,1	16,2	1,9		5,8
86162	12,2	22,8	12,6	4	18	0,8		10,2
86163	10,6	22,4	14,7	8	17,6	0,5		7,7
86164	10,6	18,3	14	9	16,3	0		4,3
86165	11	24,7	15,4	0,4	20	0,1		9,3
86166	16	28,1	13,5	0	19,5	0,8		14,6
86167	22,3	29,5	15,1	0	19,6	0,5		14,4
86168	18,2	28,7	13,8	0	19,8	0,5		14,9
86169	17,2	28,5	16,5	0	19,9	1,9		12
86170	10,6	25,2	15,4	0,1	20,2	0,1		9,8
86171	17,6	28	14,4	0,1	18,9	0,5		13,6
86172	12,7	27,5	14,8	1,8	18,9	0,5		12,7
86173	17,6	26	14	3,8	17,8	0,8		12
86174	10,7	24,2	15,5	0,4	18,6	0,5		8,7
86175	10,6	19,6	13	2	15,3	0,5		6,6
86176	22,1	23,8	9,7	0	14	0,5		14,1
86177	19,5	21,6	8,4	0	12,7	0,8		13,2
86178	10,6	22,8	7,4	0	14,1	1,9		15,4
86179	11,8	23,7	12,9	0,1	15,5	0,5		10,8
86180	11,7	23,5	11,8	0,8	17,2	1,2		11,7
86181	10,5	18,8	13,2	15,5	15,6	0,1		5,6
86182	10,5	17,5	13,2	7,8	16,6	0,1		4,3
86183	11,1	22,6	14,1	17,8	17	0,5		8,5
86184	12,1	22,7	12,7	11,4	17,2	0		10
86185	11,9	24,3	14,4	15,4	18,6	0		9,9
86186	22,9	28,7	14,5	0,4	18,5	0,1		14,2
86187	21,2	30,2	14,8	0,6	19,3	0,1		15,4
86188	13,6	26,7	15	0,7	18,9	0,1		11,7
86189	12,2	21,2	13,6	23,1	15,1	1,2		7,6
86190	17,6	21,2	9,9	0,1	15,2	0,5		11,3
86191	26,7	23,7	9,7	0	14,1	0,5		14
86192	22,9	23,1	9,7	0	15,2	1,2		13,4
86193	10,7	20,2	11,4	0	15,2	0,1		8,8
86194	16,8	24,3	10,7	0	17	0,8		13,6
86195	10,3	18,9	14,6	16,5	16,9	0,1		4,3
86196	10,3	18,2	14,8	6,8	16,2	0,1		3,4
86197	10,2	18,8	11,5	0,2	16	0,5		7,3
86198	10,2	22,6	15,4	2,4	19,4	0,1		7,2
86199	10,2	20,2	16,6	13,1	19,1	0,5		3,6
86200	13,1	25,8	14,6	1,6	19,6	0,1		11,2
86201	10,4	23,4	16,5	0,1	19,1	0,5		6,9
86202	10,1	21,4	16,8	1,6	18,7	0,5		4,6
86203	13,1	23,1	15,6	3,2	18,4	0,5		7,5
86204	21,1	27,4	14	0	19,8	0,1		13,4
86205	22,5	31,7	15,9	0	20,4	1,2		15,8
86206	20,3	26,7	12,2	0	13,1	0,5		14,5
86207	23,2	25,6	7,6	0	14,1	0,1		18
86208	25,3	26,1	8,5	0	16,4	0,5		17,6
86209	16	25	11,2	0	17	0,5		13,8
86210	19,5	25,4	11,6	0	16,3	0,5		13,8
86211	22	27	11,8	0	18	0		15,2
86212	23,2	29,7	12,9	0	18,7	0,1		16,8
86213	20,8	32,4	13,5	0	21,1	0,1		18,9
86214	17,2	30,5	15,8	0	20,8	1,2		14,7
86215	21,1	29	13	0,5	20,8	0,1		16
86216	18,7	29,4	17,2	0	21,4	0,8		12,2
86217	17,9	30,8	16	0	21,7	0,5		14,8
86218	10,6	23,6	16	5,7	20,5	0,5		7,6
86219	17,7	27	16,5	4	19,9	0,5		10,5
86220	17,8	27,5	14,5	0,1	19,1	0,8		13
86221	17,8	29	13,3	0	19,9	0,5		15,7
86222	17,2	27,8	15,8	1,2	21,1	0,1		12
86223	21,1	28,9	14,2	0,7	21	0,5		14,7
86224	20,6	31,5	16,3	0	22,3	0,1		15,2
86225	16,9	31,3	16,8	0	21,9	1,2		14,5
86226	9	24,7	18	1	20,6	0,5		6,7
86227	22,4	26	15	0	18,4	0,5		11
86228	18,4	27	9,4	0	17,4	0,1		17,6
86229	20,1	29,6	14	0	19,9	0,5		15,6
86230	20,4	32,2	14,5	0	21,8	0,1		17,7
86231	18,2	33,8	14	0	21,1	1,2		19,8
86232	14,7	26,8	13,2	0	18,3	0,5		13,6
86233	13,1	22	13,6	0	14,1	0,8		8,4
86234	20,1	23,6	7,5	0	13,7	0,5		16,1
86235	20,8	31	8,1	0	17,8	0,5		22,9
86236	20,2	24,8	13,9	0	19,1	0,5		10,9
86237	16,2	19,6	12,3	0,8	15,5	1,2		7,3
86238	18,9	23,6	8,4	0	14	0,5		15,2
86239	19,1	29,6	9,8	0	14,4	0,1		19,8
86240	22,5	30,2	9,8	0	17,1	0,8		20,4
86241	18,1	34,1	12,1	0	19,7	0,1		22
86242	8,1	20,7	8	0,1	13,1	0,8		12,7
86243	17	20,4	5,4	0,6	11,6	0,1		15
86244	16,7	20,6	5,7	0	10,5	0,8		14,9
86245	17,5	21,1	4,8	0	10,2	0		16,3
86246	20,1	23,6	2,9	0	10,8	0,1		20,7
86247	17,7	22,8	4,5	0	11,8	0,8		18,3
86248	18,8	20,2	9,1	0,1	10,3	0,1		11,1
86249	18	22,9	2,7	0	10,7	0,5		20,2
86250	18,3	27,1	5,6	0	13,2	0,5		21,5
86251	17,7	27,4	6,5	0	13,9	0,5		20,9
86252	18,4	29,4	8,8	0	12,9	0,1		20,6
86253	14,6	29,2	10,1	0	15,8	0,5		19,1
86254	14,7	23,8	10,2	0	15,4	0,5		13,6
86255	15,8	27,8	11,4	0	16,2	0,5		16,4
86256	10,6	28,5	10,8	0	17,7	0		17,7
86257	18,1	29,2	14	0	17,7	0,5		15,2
86258	16,1	30,4	11,2	0	17,8	0,5		19,2
86259	19,2	33,3	12,4	0	16,8	0		20,9
86260	19	35	9,2	0	13,9	0		25,8
86261	18,9	33,5	8,1	0	15,6	0,1		25,4
86262	6,9	19,9	7,3	0	11,5	1,9		12,6
86263	14,2	18,3	3,6	0,2	9,6	0,8		14,7
86264	15,4	20,2	1,1	0	8,5	0,1		19,1
86265	15,3	22,8	0,9	0	9,2	0,1		21,9
86266	17,5	25,3	1,5	0	9,3	0,1		23,8
86267	17,3	27,4	2,6	0	9,4	0,1		24,8
86268	11,3	25	3,5	0	12,4	0,1		21,5
86269	6,3	16,7	10,3	0,1	12,5	0,1		6,4
86270	6,2	14,5	10,2	3,8	11	0,1		4,3
86271	6,2	13,2	9,9	0,1	11,9	0,5		3,3
86272	6,1	15	7,1	0,1	11	0,8		7,9
86273	10,2	20,2	6,1	0	11,4	1,2		14,1
86274	14	19,3	5,5	0	8,8	0,5		13,8
86275	15,6	23,7	0	0	9	0		23,7
86276	13,4	25,5	1,3	0	10,7	0,5		24,2
86277	13,6	25,4	3,2	0	11,8	0,1		22,2
86278	11,2	20,8	7,2	0	11,1	0,8		13,6
86279	12,2	20,5	0,7	0	6,9	0,5		19,8
86280	15,3	26,1	-0,6	0	9,1	0		26,7
86281	11,6	22,9	1,6	0	11,3	0,1		21,3
86282	7,6	18,4	7,8	0,5	11,1	0,1		10,6
86283	10,1	19	4,2	0	10,5	0,1		14,8
86284	10	23,4	3,6	0	10,9	0,1		19,8
86285	8,3	20,4	2,6	0	10,8	0,5		17,8
86286	10,5	18,8	4,8	0	10,3	0,5		14
86287	8,2	15,8	-0,4	0	7,7	0,5		16,2
86288	9,8	14,8	-3,7	0	5,9	0,8		18,5
86289	10,8	15,3	-4,1	0	7	0,5		19,4
86290	10,7	17,4	-3	0	6,9	0,5		20,4
86291	10,3	17,6	-3,2	0	6,8	0,1		20,8
86292	10,9	22,1	-3,8	0	7,5	0,8		25,9
86293	4,8	15	8,3	1	12,7	0		6,7
86294	4,9	11,2	2,9	3,1	9,6	0,1		8,3
86295	7,2	16,2	0,6	12,6	7,9	0,1		15,6
86296	9,3	26,9	1	0	9,6	2,4		25,9
86297	4,5	18,4	1,5	1,6	7,4	0,8		16,9
86298	8,5	13,1	1,1	12,7	6,7	0		12
86299	4,8	10,9	-0,5	0	8,2	0,5		11,4
86300	4,4	9,6	6,9	6,7	10	0,1		2,7
86301	4,3	10,6	7,8	9	10,5	0,1		2,8
86302	4,2	10,1	7,6	1,2	9,2	0,1		2,5
86303	4,2	9,2	7,3	0	9,4	0,1		1,9
86304	4,1	9,7	6,4	0	9,3	0		3,3
86305	4,1	9,4	6,4	0	9	0,1		3
86306	4,1	11,7	1,9	0	8,9	0		9,8
86307	4	9,6	6,8	5,8	8,6	0,8		2,8
86308	3,9	6,9	0,5	2	6,2	0,8		6,4
86309	5,6	6,3	0,4	8,3	6	0,5		5,9
86310	4,8	9	-1,8	0,2	5,9	0,1		10,8
86311	6,4	9,9	2	0	5,7	4,4		7,9
86312	9,1	11,8	-0,6	0	5,5	0,5		12,4
86313	9,1	15,2	-4,3	0	5,8	0,5		19,5
86314	8	14	-4	0	5,7	0,1		18
86315	7,2	13,2	-4,1	0	6,1	0		17,3
86316	6,7	13,5	-3,2	0	6,6	0		16,7
86317	6,4	13,2	-2,7	0	6,6	0		15,9
86318	5,1	6,1	-2,1	0	6,3	0		8,2
86319	4,4	7	-1,4	0	6,9	0		8,4
86320	6,3	14,1	-1,2	0	6,8	0		15,3
86321	5,6	12,6	-0,9	0	7	0		13,5
86322	3,4	3,9	-0,8	0	6,5	0		4,7
86323	3,3	4,3	-0,4	0	6,9	0		4,7
86324	5,6	7,6	-1,2	0	6,4	0,1		8,8
86325	4,1	5,8	-1,6	0	6,1	0,1		7,4
86326	3,2	2	-1,6	0	6,2	0		3,6
86327	3,3	6,4	-0,8	0	6,2	0,1		7,2
86328	3,2	8,2	-1,6	0	7,8	0,1		9,8
86329	3,2	9,8	4,5	1,3	9,1	0,5		5,3
86330	6,1	12,7	1,4	0	7,8	0,1		11,3
86331	3,1	4,8	-0,9	0	7,6	0		5,7
86332	3,1	6,1	1,6	2,3	7,5	0		4,5
86333	5,1	6,4	-0,8	0,1	5,9	0,1		7,2
86334	3	4,2	1	0	6,2	0,8		3,2
86335	5,8	8,1	-2,7	0	5,3	0,1		10,8
86336	5,6	5,2	-3,4	0	5	0,5		8,6
86337	6,2	10,4	-3,7	0	5,6	0		14,1
86338	3	1,4	-4,1	0	5,2	0		5,5
86339	5,2	8,4	-5	0	5	0,1		13,4
86340	5,5	8,9	-6,2	0	4,9	0		15,1
86341	5,6	8,9	-6,2	0	4,7	0		15,1
86342	2,9	-0,2	-5,7	0	4,8	0,1		5,5
86343	2,9	0,5	-3,9	0	5,3	0,1		4,4
86344	2,9	-0,3	-1,8	0	5	0,1		1,5
86345	2,9	-1,1	-2,1	0	4,1	0,5		1
86346	2,9	-1,4	-3,3	0	3,9	0,5		1,9
86347	5,4	1,8	-4,4	0	3,7	0,1		6,2
86348	4,3	6,6	-4,2	0	5	0		10,8
86349	2,9	3,6	-4,5	0	5,4	0		8,1
86350	2,9	6	-3	0	6,6	0		9
86351	2,9	4	-0,1	24,8	6,1	0,1		4,1
86352	2,8	5,6	-2,4	1,2	5,1	0,8		8
86353	2,8	6,1	-4,5	0	5,4	1,2		10,6
86354	3	3,1	-3,4	6,6	5,1	0,8		6,5
86355	6,3	3,4	-9,8	0	3,8	0		13,2
86356	2,9	-0,4	-7	0	4,4	0		6,6
86357	2,9	-1,4	-7,9	1,2	3,5	1,2		6,5
86358	5,8	-2,8	-14,5	0,2	2,3	0		11,7
86359	2,9	-4	-12,2	0,1	2,9	1,9		8,2
86360	2,9	-4,2	-13,7	0,6	2,4	0,5		9,5
86361	4,6	-5,4	-15,6	0	2,4	0,1		10,2
86362	6	3,6	-7,7	0,2	3,5	0,8		11,3
86363	3,1	7,4	-8	0,1	4,6	0,5		15,4
86364	7,6	12	-2,5	0	5,8	1,2		14,5
86365	3,5	8,4	-3,6	0	5,7	0,1		12
87001	4,1	8,2	-2	0	6,1	0,1		10,2
87002	4,6	9,7	-1,6	0	6,7	0,5		11,3
87003	3,8	4,4	-2	6,9	5,4	2,4		6,4
87004	4,5	-2	-6,9	0,3	3,2	1,2		4,9
87005	7,2	0,6	-10	0,2	3,3	0,1		10,6
87006	3,1	-0,7	-6,7	0	4,8	0		6
87007	3,2	1,4	-2,9	5	5	0,8		4,3
87008	3,1	-2,2	-9,5	0,5	2,2	1,9		7,3
87009	6,8	-3,4	-20,2	0	1,7	0,1		16,8
87010	3,2	1,5	-13,2	0	3,6	0		14,7
87011	3,6	6,1	-5,3	0	5,2	0,5		11,4
87012	3,2	1,3	-13,9	1,1	2,2	1,2		15,2
87013	3,2	-8,1	-21	8,5	2,1	0		12,9
87014	3,3	-0,6	-8,1	0	3,8	0		7,5
87015	4,6	8,2	-7,4	0	5,5	0,8		15,6
87016	3,3	2,2	-0,5	1,4	5,7	0,1		2,7
87017	3,4	0,3	-1,7	5,6	5,2	0,8		2
87018	3,4	-1,5	-2	1,4	4,4	2,4		0,5
87019	3,4	-2	-6,5	2,1	3,5	1,2		4,5
87020	3,5	-3,4	-10,2	0,8	3,2	0		6,8
87021	3,5	0,6	-5,6	0	3,8	0		6,2
87022	3,5	-1,8	-13,4	0,1	2,8	0		11,6
87023	3,6	-0,5	-8,9	0,3	4,6	0		8,4
87024	3,6	1,5	-3,8	0,2	4,6	1,9		5,3
87025	7,9	1,2	-15,9	1,8	2,5	0		17,1
87026	6,1	9,2	-15,7	0	4,2	1,9		24,9
87027	3,7	2,6	-2	6,6	4,8	0		4,6
87028	3,8	1,2	-2	0,1	5,4	0,1		3,2
87029	3,8	0,5	-1,6	28,8	5,5	0,5		2,1
87030	6,6	-1,6	-19,6	27,8	2,5	1,2		18
87031	5	-11,3	-23,3	0	1,6	0,1		12
87032	4	-5,6	-11,5	0,2	2,6	0		5,9
87033	4	-3,2	-7,8	0,2	3,2	0		4,6
87034	4,7	2	-9,4	0	3,5	0		11,4
87035	4,1	-1,3	-9,9	0	4,2	0		8,6
87036	4,2	0,4	-5,5	0	4,6	0		5,9
87037	4,2	1,4	-5,1	0	5,4	0		6,5
87038	7,5	4,7	-2,9	0	5,3	0,5		7,6
87039	5,5	4	-7,6	1,2	4,2	1,9		11,6
87040	6,7	8	-7,3	0	4,4	0		15,3
87041	9,1	8,7	-9,2	0	4,6	0		17,9
