Date,mesto,HC Air temperature [°C] avg,HC Air temperature [°C] max,HC Air temperature [°C] min,HC Relative humidity [%] avg,HC Relative humidity [%] min,Precipitation [mm] sum,Soil temperature [°C] avg
28/07/1999,CWA,23.85,27.35,20.54,86,72,0.6,
29/07/1999,CWA,23.58,29.21,18.77,78,43,0,
30/07/1999,CWA,24.81,31.75,18.73,74,42,0,
31/07/1999,CWA,26.5,33.34,19.39,71,37,0,
01/08/1999,CWA,25.52,28.84,21,74,59,0,
02/08/1999,CWA,24.15,28.29,20.89,82,59,0,
03/08/1999,CWA,23.62,27.63,20.37,75,46,0,
04/08/1999,CWA,24.72,29.2,20.55,63,47,0,
05/08/1999,CWA,24.36,29.1,20.63,64,50,0,
06/08/1999,CWA,23.33,27.93,20.48,70,53,0,
07/08/1999,CWA,21.44,24.34,18.82,75,60,0,
08/08/1999,CWA,20.71,24.64,18.03,90,73,8.7,
09/08/1999,CWA,22.54,26.61,19.23,66,29,0.6,
10/08/1999,CWA,21.28,29.44,12.89,61,27,0,
11/08/1999,CWA,21.06,29.14,12.03,68,44,0,
12/08/1999,CWA,22.04,28.32,15.4,67,42,0,
13/08/1999,CWA,22.36,28.52,15.44,64,39,0,
14/08/1999,CWA,23.31,28.26,17.69,62,47,0,
15/08/1999,CWA,23.76,29.04,18.86,69,50,0,
16/08/1999,CWA,24.78,30.96,17.75,68,45,0,
17/08/1999,CWA,23.88,28.79,19.31,71,45,0,
18/08/1999,CWA,21.16,23.54,18.29,68,52,0,
19/08/1999,CWA,20.99,25.95,17.78,71,43,0.4,
20/08/1999,CWA,19.85,28.31,11.89,61,22,0,
21/08/1999,CWA,19.73,28.13,10.7,56,22,0,
22/08/1999,CWA,20.56,28.79,11.28,61,29,0,
23/08/1999,CWA,20.21,25.5,14.09,63,43,0,
24/08/1999,CWA,18.17,21.08,15.63,86,64,10.1,
25/08/1999,CWA,18.88,24.73,15.27,81,48,1.9,
26/08/1999,CWA,17.41,21.09,15.41,90,72,3.9,
27/08/1999,CWA,18.09,26.33,12.99,81,38,0.1,
28/08/1999,CWA,21.26,28.31,14.73,71,32,0,
29/08/1999,CWA,20.92,29.53,12.13,65,30,0,
30/08/1999,CWA,21.64,29.84,13.29,64,28,0,
31/08/1999,CWA,21.38,29.21,13.02,64,33,0,
01/09/1999,CWA,22.73,28.93,15.66,59,37,0,
02/09/1999,CWA,18.95,23.12,17.06,86,60,1.6,
03/09/1999,CWA,18.78,22.77,16.17,83,63,0,
04/09/1999,CWA,19.23,22.93,15.66,76,61,0,
05/09/1999,CWA,18.93,23.65,16.76,88,68,2,
06/09/1999,CWA,20.6,28.88,15.05,79,33,0,
07/09/1999,CWA,22.7,30.12,15.26,71,41,0,
08/09/1999,CWA,23.35,30.91,16.04,69,39,0,
09/09/1999,CWA,24.37,31.45,16.93,63,35,0,
10/09/1999,CWA,21.42,24.77,17.22,73,57,0,
11/09/1999,CWA,17.95,20.95,16.02,80,51,2,
12/09/1999,CWA,14.75,17.31,13.42,81,58,0.5,
13/09/1999,CWA,14.18,15.51,13.18,97,91,3.7,
14/09/1999,CWA,16.29,24.43,9.54,81,36,2.6,
15/09/1999,CWA,15.94,24.06,9.79,82,39,0.2,
16/09/1999,CWA,16.89,20.93,13.42,83,62,0,
17/09/1999,CWA,16.99,21.09,13.19,79,60,0,
18/09/1999,CWA,14.83,17.43,12.69,93,76,8.8,
19/09/1999,CWA,14.86,21.01,10.38,86,48,0.1,
20/09/1999,CWA,14.15,18.78,9.44,92,76,3,
21/09/1999,CWA,13.69,18.88,9.83,89,65,0.1,
22/09/1999,CWA,14.38,21.93,8.8,85,53,0,
23/09/1999,CWA,15.66,22.42,11.49,84,54,0.1,
24/09/1999,CWA,17.14,25.74,9.48,75,33,0,
25/09/1999,CWA,18.66,26.75,12.47,70,39,0,
26/09/1999,CWA,17.07,20.29,14.29,82,64,2.9,
27/09/1999,CWA,14.15,15.09,13.61,98,94,5.2,
28/09/1999,CWA,15.25,18.49,12.98,91,72,0.1,
29/09/1999,CWA,15.04,17.62,12.54,79,70,0,
30/09/1999,CWA,14.58,15.79,13.82,100,97,3.1,
01/10/1999,CWA,14.76,15.54,10.31,92,65,3.6,
02/10/1999,CWA,8.02,9.28,7.02,97,91,0.8,
03/10/1999,CWA,6.59,7.16,5.03,97,91,52.4,
04/10/1999,CWA,6.34,9.23,4.7,97,88,4.9,
05/10/1999,CWA,9.22,13.91,7.11,94,76,0.1,
06/10/1999,CWA,9.71,16.65,5.4,92,63,0,
07/10/1999,CWA,13.42,19.53,9.02,75,42,0.1,
08/10/1999,CWA,12.62,17.3,9.06,84,63,0,
09/10/1999,CWA,12.88,16.11,10.78,78,61,0,
10/10/1999,CWA,13,18.14,7.93,72,38,0,
11/10/1999,CWA,10.96,15.86,5.54,70,40,0,
12/10/1999,CWA,12.56,17.18,8.5,72,54,0.2,
13/10/1999,CWA,11.77,15.22,8.67,88,70,0,
14/10/1999,CWA,11.31,12.75,9.51,93,85,3.3,
15/10/1999,CWA,9.89,12.19,8.23,83,47,0.2,
16/10/1999,CWA,8.85,13.53,2.46,59,35,0.1,
17/10/1999,CWA,8.32,15.86,1.33,75,37,0.1,
18/10/1999,CWA,9.48,17.65,3.37,75,47,0,
19/10/1999,CWA,11.18,18.57,5.2,75,32,0,
20/10/1999,CWA,10.4,13.26,7.39,82,62,0.1,
21/10/1999,CWA,11.92,17.47,6.23,78,41,0,
22/10/1999,CWA,11.14,17.84,4.69,77,39,0,
23/10/1999,CWA,10.98,18.41,3.44,78,44,0,
24/10/1999,CWA,12.46,18.42,7.61,71,50,0,
25/10/1999,CWA,10.95,14.76,7.23,76,37,0,
26/10/1999,CWA,10.09,20.25,2.76,76,35,0,
27/10/1999,CWA,12.13,20.75,4.57,67,28,0,
28/10/1999,CWA,11.65,15.89,5.34,46,28,0,
29/10/1999,CWA,6.41,10.41,4.34,67,50,0,
30/10/1999,CWA,3.93,5.18,2.03,95,87,6.1,
31/10/1999,CWA,2.79,7.6,-0.59,78,53,0.5,
01/11/1999,CWA,2.68,9.76,-3.11,73,40,0.7,
02/11/1999,CWA,4.16,12.33,-2.15,75,43,0.1,
03/11/1999,CWA,5.76,13.77,-0.54,78,44,0,
04/11/1999,CWA,10.12,14.63,6.89,68,57,0,
05/11/1999,CWA,10.21,13.4,6.67,82,68,0,
06/11/1999,CWA,10.97,14.56,8.56,83,61,0,
07/11/1999,CWA,8.84,13.14,4.81,51,36,0,
08/11/1999,CWA,7.91,9.91,6.58,73,61,0,
09/11/1999,CWA,6.14,7,5.48,95,87,1.1,
10/11/1999,CWA,5.59,6.56,3.76,97,88,9.5,
11/11/1999,CWA,2.88,7.74,-0.48,98,86,1.5,
12/11/1999,CWA,4.09,10.09,-0.04,95,75,0.3,
13/11/1999,CWA,4.62,7.6,1.65,90,72,0,
14/11/1999,CWA,5.24,9.18,0.35,50,33,0,
15/11/1999,CWA,1.6,4.18,0.22,83,57,0.1,
16/11/1999,CWA,3.35,8.21,1.04,82,39,0.5,
17/11/1999,CWA,2.59,6.9,-1.82,47,27,0,
18/11/1999,CWA,1.18,9.67,-5.23,73,43,0,
19/11/1999,CWA,3.52,10.88,-3.12,68,27,0,
20/11/1999,CWA,2.82,9.06,-3.76,66,50,0,
21/11/1999,CWA,4.05,10.92,-1.75,79,57,0,
22/11/1999,CWA,5.98,14.23,-0.85,80,51,0,
23/11/1999,CWA,6.03,9.85,2.91,69,30,0,
24/11/1999,CWA,4.14,8.39,-0.53,36,27,0,
25/11/1999,CWA,2.3,7.4,-3.27,54,31,0,
26/11/1999,CWA,-2.24,3.92,-5.34,31,24,0,
27/11/1999,CWA,-2.41,0.01,-4.14,27,17,0,
28/11/1999,CWA,-4.28,1.98,-10.09,36,19,0,
29/11/1999,CWA,-2.82,4.58,-8.48,45,23,0,
30/11/1999,CWA,-1.97,1.46,-4.66,55,35,0,
01/12/1999,CWA,-2.32,4.68,-7.77,68,45,0,
02/12/1999,CWA,-1.5,1.31,-5.8,80,62,0,
03/12/1999,CWA,-0.48,2.22,-2.74,84,61,0.8,
04/12/1999,CWA,-2.07,1.82,-5.44,69,47,0.7,
05/12/1999,CWA,-2.05,3.93,-6.86,63,36,0,
06/12/1999,CWA,-2.28,4.07,-6.88,64,35,0,
07/12/1999,CWA,-1.71,5.18,-7.34,62,26,0,
08/12/1999,CWA,1.88,9.66,-3.65,30,17,0,
09/12/1999,CWA,0.91,10.21,-6.66,45,27,0,
10/12/1999,CWA,1.15,8.04,-4.8,47,21,0,
11/12/1999,CWA,-0.6,4.57,-5.21,52,37,0,
12/12/1999,CWA,-0.15,7.22,-4.32,58,31,0,
13/12/1999,CWA,1.85,5.64,-1.16,35,21,0,
14/12/1999,CWA,0.7,9.67,-6.08,45,28,0,
15/12/1999,CWA,0.44,7.7,-6.23,51,20,0,
16/12/1999,CWA,0.08,4.77,-4.97,38,27,0,
17/12/1999,CWA,-0.03,4.3,-2.97,49,37,0,
18/12/1999,CWA,-3.78,-0.35,-6.7,42,26,0,
19/12/1999,CWA,-8.59,-6.13,-11.97,32,19,0,
20/12/1999,CWA,-10.4,-2.63,-16.78,40,16,0,
21/12/1999,CWA,-8.95,-5.29,-12.97,31,22,0,
22/12/1999,CWA,-9.37,-1.63,-16.68,41,25,0,
23/12/1999,CWA,-0.8,4.79,-5.11,35,20,0,
24/12/1999,CWA,-0.44,8.31,-7.66,39,17,0,
25/12/1999,CWA,0.86,8.72,-6.15,29,13,0,
26/12/1999,CWA,-1.27,5.47,-8.82,38,22,0,
27/12/1999,CWA,-1.26,2.53,-5.39,31,18,0,
28/12/1999,CWA,-0.94,5.89,-9.23,26,15,0,
29/12/1999,CWA,-1.92,6.25,-8.16,34,22,0,
30/12/1999,CWA,0.3,6.68,-5.57,34,20,0,
31/12/1999,CWA,-1.35,4.16,-6.3,44,29,0,
01/01/2000,CWA,-0.81,9.17,-8.15,53,23,0,
02/01/2000,CWA,0.46,8.85,-7.33,40,24,0,
03/01/2000,CWA,0.36,8.5,-5.29,53,30,0,
04/01/2000,CWA,0.23,5.79,-4.22,59,24,0,
05/01/2000,CWA,-0.34,1.48,-2.53,65,52,0,
06/01/2000,CWA,-4.08,0.64,-9.16,62,40,0,
07/01/2000,CWA,-4.16,0.95,-8.35,60,40,0,
08/01/2000,CWA,-4.11,3.02,-8.94,56,41,0,
09/01/2000,CWA,-1.82,7.18,-8.58,60,27,0,
10/01/2000,CWA,-2.1,1.84,-5.06,73,43,0,
11/01/2000,CWA,-2.65,-1.42,-3.87,84,71,0.3,
12/01/2000,CWA,-4.96,0.37,-8.3,86,53,0.1,
13/01/2000,CWA,-5.11,-3.16,-6.97,91,73,0.5,
14/01/2000,CWA,-5.39,-4.13,-7.9,97,91,0,
15/01/2000,CWA,-4.04,-2.15,-5.53,93,81,0.7,
16/01/2000,CWA,-3.71,-2.33,-5.26,84,67,0.7,
17/01/2000,CWA,-5.35,0.3,-9.5,70,45,0.7,
18/01/2000,CWA,-5.93,-0.93,-10.34,58,41,0,
19/01/2000,CWA,-7.11,-2.63,-13.26,63,49,0,
20/01/2000,CWA,-7.58,-1.19,-11.94,73,52,0,
21/01/2000,CWA,-6.13,-4.46,-7.49,87,66,1.2,
22/01/2000,CWA,-7.24,-6.03,-7.9,95,89,0.2,
23/01/2000,CWA,-6.41,-2.88,-8.66,91,76,0.6,
24/01/2000,CWA,-3.6,-1.97,-5.44,79,67,0.2,
25/01/2000,CWA,-4.88,-2.81,-5.94,86,73,0,
26/01/2000,CWA,-8.21,-5.71,-11.29,54,29,0,
27/01/2000,CWA,-8.72,-4.26,-13.07,65,53,0.1,
28/01/2000,CWA,-8.23,-2.57,-12.34,77,59,0,
29/01/2000,CWA,-7.96,-4.49,-13.41,50,29,0,
30/01/2000,CWA,-10.26,-6.61,-14.5,49,38,0,
31/01/2000,CWA,-8.96,-7.85,-10.53,80,54,0,
01/02/2000,CWA,-9.94,-6.12,-14.26,77,69,0.2,
02/02/2000,CWA,-9.01,-3.48,-13.84,76,56,0,
03/02/2000,CWA,-7.82,-2.32,-13.24,80,63,0,
04/02/2000,CWA,-4.7,-1.89,-7.03,84,74,0,
05/02/2000,CWA,-4.91,4.08,-11.73,80,39,0.1,
06/02/2000,CWA,-2.55,3.7,-8.8,61,36,0,
07/02/2000,CWA,-5.09,-0.35,-12.33,39,23,0,
08/02/2000,CWA,-4.39,2.25,-10.99,48,31,0,
09/02/2000,CWA,-0.23,5.67,-4.57,46,37,0,
10/02/2000,CWA,-0.15,8.49,-7.14,59,22,0,
11/02/2000,CWA,1.7,8.56,-3.66,48,31,0,
12/02/2000,CWA,1.82,7.14,-3.52,60,38,0,
13/02/2000,CWA,1.16,5.35,-1.75,45,25,0,
14/02/2000,CWA,-0.1,5.38,-4.13,33,20,0,
15/02/2000,CWA,0.02,6.9,-6.58,35,24,0,
16/02/2000,CWA,0.7,9.6,-4.75,46,30,0,
17/02/2000,CWA,1.28,5.41,-2.81,53,38,0,
18/02/2000,CWA,1.05,3.03,-0.64,81,56,0.6,
19/02/2000,CWA,0.35,2.8,-1.9,79,56,0.2,
20/02/2000,CWA,-0.16,5.28,-5.24,68,38,0,
21/02/2000,CWA,-0.25,3.92,-4.2,76,61,0,
22/02/2000,CWA,-1.11,0.93,-2.37,92,78,0,
23/02/2000,CWA,-0.91,13.3,-2.98,95,23,0.2,
24/02/2000,CWA,-1.67,0.3,-4.5,95,85,1.1,
25/02/2000,CWA,-3.8,1.65,-9.46,51,36,0.7,
26/02/2000,CWA,-1.1,5.18,-7.17,48,22,0.4,
27/02/2000,CWA,0.42,7.29,-6.16,49,24,0,
28/02/2000,CWA,2.5,8.08,-3.32,46,27,0,
29/02/2000,CWA,3.3,8.8,-1.01,54,37,0,
01/03/2000,CWA,4.28,10.85,-0.98,61,36,0,
02/03/2000,CWA,3.72,9.52,-1.51,64,35,0,
03/03/2000,CWA,4.34,10.05,-1.38,26,17,0,
04/03/2000,CWA,3.37,6.68,-0.08,35,25,0,
05/03/2000,CWA,3.54,8.48,-1.52,47,23,0,
06/03/2000,CWA,2.78,7.15,-1.29,30,17,0,
07/03/2000,CWA,3.42,9.58,-2.57,49,15,0,
08/03/2000,CWA,4.46,9.66,-0.76,24,18,0,
09/03/2000,CWA,4.39,11.21,-1.98,39,19,0,
10/03/2000,CWA,6.2,10.49,2.57,44,35,0,
11/03/2000,CWA,4.76,12.25,-2.13,63,32,0,
12/03/2000,CWA,5.67,12.46,-1.29,51,29,0,
13/03/2000,CWA,7.27,12.05,0.9,56,38,0,
14/03/2000,CWA,5.11,8.22,3.04,77,48,2.8,
15/03/2000,CWA,4.92,11.49,-0.54,67,23,1.3,
16/03/2000,CWA,6.32,13.51,-0.3,52,24,0,
17/03/2000,CWA,8.37,14.96,2.78,58,30,0,
18/03/2000,CWA,9.22,15.61,3.21,50,12,0,
19/03/2000,CWA,9.13,12.32,3.61,35,21,0,
20/03/2000,CWA,9.04,13.08,5.52,41,32,0,
21/03/2000,CWA,9.4,15.19,3.79,45,32,0,
22/03/2000,CWA,4.8,8.94,0.74,67,28,0.1,
23/03/2000,CWA,4.58,11.86,-2.48,23,12,0,
24/03/2000,CWA,5.91,13.47,-4.03,24,11,0,
25/03/2000,CWA,9.29,13.94,2.46,16,9,0,
26/03/2000,CWA,9.2,19.4,-1.35,19,8,0,
27/03/2000,CWA,13.68,17.82,9.2,14,7,0,
28/03/2000,CWA,10.11,16.83,2.19,18,9,0,
29/03/2000,CWA,11.16,21.34,2.54,30,18,0,
30/03/2000,CWA,14.74,24.11,5.58,36,14,0,
31/03/2000,CWA,16.11,20.83,10.23,27,19,0,
01/04/2000,CWA,8.51,15.61,5.98,87,35,4.3,
02/04/2000,CWA,9.99,16.82,6.03,79,34,6.6,
03/04/2000,CWA,11.53,17.79,6.85,63,22,0,
04/04/2000,CWA,10.73,15.98,5.38,46,22,0,
05/04/2000,CWA,9.24,14.08,2.91,28,21,0,
06/04/2000,CWA,10.13,16.92,4.05,38,12,0,
07/04/2000,CWA,11.59,18.6,3.75,26,16,0,
08/04/2000,CWA,11.12,16.7,6.67,52,39,0,
09/04/2000,CWA,10.4,14.37,6.66,50,13,0,
10/04/2000,CWA,5.94,12.21,-0.7,27,19,0,
11/04/2000,CWA,10.4,19.94,2.36,38,17,0,
12/04/2000,CWA,14.66,25.32,5.94,36,17,0,
13/04/2000,CWA,11.23,18.27,6.51,52,26,0.1,
14/04/2000,CWA,6.79,10.85,2,59,37,0.1,
15/04/2000,CWA,7.31,15.27,-1.05,43,17,0,
16/04/2000,CWA,10.7,21.12,1.08,35,21,0,
17/04/2000,CWA,9.94,14.77,5.93,63,31,1.2,
18/04/2000,CWA,12.32,22.17,2.96,67,17,0,
19/04/2000,CWA,12.27,16.42,7.37,44,30,0.1,
20/04/2000,CWA,11.4,19.65,5.09,49,11,0,
21/04/2000,CWA,13.93,21,6.9,29,12,0,
22/04/2000,CWA,14.63,19.69,7.26,22,14,0,
23/04/2000,CWA,15.37,22.42,7.96,27,26,0,
24/04/2000,CWA,15.49,19.88,9.37,30,29,0,
25/04/2000,CWA,15.37,19.34,11.48,29,27,0,
26/04/2000,CWA,12.44,18.64,4.93,27,26,0,
27/04/2000,CWA,13.77,23.25,5.42,28,26,0,
28/04/2000,CWA,15.92,24.11,6.92,31,28,0,
29/04/2000,CWA,14.34,19.69,8.1,30,28,0,
30/04/2000,CWA,14.55,22.86,4.53,29,27,0,
01/05/2000,CWA,15.46,25.01,5.58,28,26,0,
02/05/2000,CWA,18,27.66,7.62,27,25,0,
03/05/2000,CWA,20.24,28.06,11.62,25,23,0,
04/05/2000,CWA,20.74,30.54,11.11,26,24,0,
05/05/2000,CWA,20.15,24.17,17.1,26,25,0,
06/05/2000,CWA,14.99,17.5,11.41,30,27,0,
07/05/2000,CWA,13.48,17.44,9.55,37,34,0,
08/05/2000,CWA,12.64,14.33,11.93,44,40,29.2,
09/05/2000,CWA,14.84,22.49,7.87,45,43,0.1,
10/05/2000,CWA,16.54,24.92,8.35,42,41,0,
11/05/2000,CWA,19.32,25.43,14.3,42,40,0,
12/05/2000,CWA,17.56,25.95,7.86,39,37,0,
13/05/2000,CWA,19.42,27.88,12.06,38,36,0,
14/05/2000,CWA,20.06,25.1,16.76,39,38,0.1,
15/05/2000,CWA,17.14,21.12,13.62,41,38,0,
16/05/2000,CWA,17.02,26.27,6.83,39,37,0,
17/05/2000,CWA,17.98,22.67,12.35,38,37,0,
18/05/2000,CWA,17.91,25.87,8.96,36,35,0,
19/05/2000,CWA,18.26,26.42,6.93,34,32,0,
20/05/2000,CWA,20.54,30.6,9.72,33,31,0,
21/05/2000,CWA,22.65,31.07,11.07,33,31,0,
22/05/2000,CWA,22.25,27.02,15.55,33,31,0,
23/05/2000,CWA,21.65,27.73,12.23,33,32,0,
24/05/2000,CWA,21.79,27.11,16.95,35,33,0,
25/05/2000,CWA,20.52,27.36,16.31,36,35,14.2,
26/05/2000,CWA,17.28,19.84,14.16,38,37,0.1,
27/05/2000,CWA,15.33,19.49,12.02,38,37,0,
28/05/2000,CWA,12.45,15.4,9.77,39,38,3.4,
29/05/2000,CWA,14.21,20.47,9.99,43,41,0.1,
30/05/2000,CWA,19.78,30.33,10.85,46,44,0,
31/05/2000,CWA,23.42,33.14,13.67,43,41,0,
01/06/2000,CWA,23.2,27.8,19.28,41,40,0,
02/06/2000,CWA,17.72,20.73,15.87,45,40,37.1,
03/06/2000,CWA,16.22,18.78,14.61,56,53,8,
04/06/2000,CWA,16.74,21.79,13.69,59,56,0.3,
05/06/2000,CWA,17.67,21.84,15.32,63,60,0.3,
06/06/2000,CWA,19.27,25.83,13.91,67,64,0.1,
07/06/2000,CWA,18.04,19.91,16.17,66,65,0.1,
08/06/2000,CWA,20.35,28.34,13.22,65,63,0,
09/06/2000,CWA,21.12,28.61,12.48,60,58,0,
10/06/2000,CWA,22.55,27.65,17.8,56,54,0,
11/06/2000,CWA,21.38,26.48,13.96,54,52,0,
12/06/2000,CWA,20.29,27.73,12.22,52,50,0,
13/06/2000,CWA,22.13,27.01,17.24,52,51,0,
14/06/2000,CWA,20.89,25.18,16.68,51,50,0,
15/06/2000,CWA,21.48,29.67,11.88,50,48,0,
16/06/2000,CWA,23.71,30,16.63,47,45,0,
17/06/2000,CWA,18.88,25.31,14.71,46,43,1.6,
18/06/2000,CWA,15.88,18.31,14.21,53,47,38.4,
19/06/2000,CWA,16.67,20.8,14.64,61,58,3,
20/06/2000,CWA,18.59,24.28,14.57,64,62,0.3,
21/06/2000,CWA,18.35,24.11,13.58,66,63,0,
22/06/2000,CWA,20.61,26.4,16.31,69,66,0,
23/06/2000,CWA,22.03,28.67,16.3,70,69,1.2,
24/06/2000,CWA,20.86,25.99,17.84,71,69,0,
25/06/2000,CWA,18.85,23.28,16.01,72,71,2.8,
26/06/2000,CWA,16.77,19.69,15.05,77,74,10.6,
27/06/2000,CWA,19.15,25.61,13.61,79,78,0.3,
28/06/2000,CWA,20.87,26.04,16.55,79,77,5.2,
29/06/2000,CWA,23.01,29.96,15.5,77,72,0,
30/06/2000,CWA,23.17,29.68,15.63,68,63,0,
01/07/2000,CWA,22.72,28.97,15.71,64,62,0,
02/07/2000,CWA,21.29,25.11,17.04,63,62,0,
03/07/2000,CWA,20.16,24.9,17.58,70,65,0.5,
04/07/2000,CWA,21.26,27.78,15.82,74,72,1.2,
05/07/2000,CWA,23.08,29,17.61,74,73,0,
06/07/2000,CWA,23.04,28.13,19.65,74,72,0,
07/07/2000,CWA,21.86,25.7,19.18,74,72,0.1,
08/07/2000,CWA,21.3,25.89,16.95,75,74,1,
09/07/2000,CWA,22.14,29.03,15.21,75,72,0,
10/07/2000,CWA,23.24,29.64,15.46,71,68,0,
11/07/2000,CWA,21.83,25.21,18.69,68,66,0,
12/07/2000,CWA,21.33,25.39,18.05,69,68,0,
13/07/2000,CWA,21.24,27.44,15.74,71,69,0,
14/07/2000,CWA,21.9,28.99,17.49,72,71,0.9,
15/07/2000,CWA,21.07,27.29,15.99,74,72,0,
16/07/2000,CWA,23.71,29.27,19.83,76,75,0,
17/07/2000,CWA,25.3,30.62,20.65,75,72,0,
18/07/2000,CWA,26.05,30.65,21.61,72,70,0,
19/07/2000,CWA,26.31,31.43,22.46,71,70,0,
20/07/2000,CWA,25.86,31.79,20.17,70,68,0,
21/07/2000,CWA,26.11,33.93,17.8,67,64,0,
22/07/2000,CWA,28.08,35.27,19.82,64,59,0,
23/07/2000,CWA,27.94,33.75,23.68,60,58,0,
24/07/2000,CWA,27.35,33.43,21.82,62,60,0,
25/07/2000,CWA,27.88,32.75,23.89,62,60,0,
26/07/2000,CWA,28.37,34.46,24.29,64,62,0,
27/07/2000,CWA,25.46,29.72,21.82,63,61,0.4,
28/07/2000,CWA,24.31,29.14,20.58,63,60,0,
29/07/2000,CWA,20.08,26.98,15.09,61,58,2.3,
30/07/2000,CWA,21.12,28.84,11.96,55,52,0,
31/07/2000,CWA,22.21,31.38,11.12,50,48,0,
01/08/2000,CWA,23.85,28.46,20.11,46,45,0,
02/08/2000,CWA,19.13,22.35,17.52,68,45,2.1,
03/08/2000,CWA,17.96,21.63,14.42,88,68,0,
04/08/2000,CWA,17.57,29.03,16.38,96,49,3.1,
05/08/2000,CWA,16.79,17.74,16.22,100,98,2.6,
06/08/2000,CWA,17.47,19.61,16.2,98,91,0.7,
07/08/2000,CWA,18.43,18.92,17.91,98,94,9.1,
08/08/2000,CWA,20.62,27.22,15.98,81,47,0.1,
09/08/2000,CWA,22.45,29.73,16.04,73,39,0,
10/08/2000,CWA,23.1,30.35,16.71,68,42,1.5,
11/08/2000,CWA,22.84,27.24,19.02,84,70,1,
12/08/2000,CWA,22.13,27.78,18.07,83,57,0.5,
13/08/2000,CWA,23.56,29.81,17.17,79,40,0,
14/08/2000,CWA,21.4,24.52,19.26,83,65,0.1,
15/08/2000,CWA,22.24,28.93,17.72,77,41,0.1,
16/08/2000,CWA,22.9,29.05,16.23,73,43,0,
17/08/2000,CWA,17.39,24.14,15.39,95,58,0.3,
18/08/2000,CWA,16.89,19.34,15.27,97,91,0,
19/08/2000,CWA,18.9,24.55,14.69,89,67,0,
20/08/2000,CWA,19.67,26.36,14.1,82,40,0,
21/08/2000,CWA,19.02,20.27,18.21,91,69,0,
22/08/2000,CWA,18.22,23.15,15.54,89,62,0,
23/08/2000,CWA,19.28,26.92,13.27,78,28,0,
24/08/2000,CWA,20.76,26.44,16.05,76,40,0,
25/08/2000,CWA,21.01,27.05,15.52,75,45,0,
26/08/2000,CWA,22.35,28.5,18.21,76,39,0,
27/08/2000,CWA,21.36,27.93,16.39,74,46,0,
28/08/2000,CWA,19.54,24.31,15.59,78,57,0,
29/08/2000,CWA,20.04,25.73,15.61,82,48,0,
30/08/2000,CWA,20.38,26.05,15.3,83,59,0,
31/08/2000,CWA,21.44,27.17,17.38,80,54,0,
01/09/2000,CWA,21.33,27.63,14.18,77,46,0,
02/09/2000,CWA,22.82,27.77,18.8,70,50,0,
03/09/2000,CWA,21.24,25.72,16.54,73,52,0,
04/09/2000,CWA,17.67,19.81,15.26,91,77,0,
05/09/2000,CWA,17.04,22.33,14.5,69,32,0,
06/09/2000,CWA,13.6,16.9,11.11,82,55,0,
07/09/2000,CWA,12.5,19.59,6.87,83,53,0,
08/09/2000,CWA,15.22,29.21,9.56,76,44,0,
09/09/2000,CWA,16.23,24.79,14.41,74,51,0,
10/09/2000,CWA,14.17,18.95,9.69,76,44,0,
11/09/2000,CWA,12.69,17.49,8.03,80,57,0,
12/09/2000,CWA,14.21,22.54,5.93,72,29,0,
13/09/2000,CWA,17.09,24.82,9.49,66,28,0,
14/09/2000,CWA,18.85,26.66,10.74,51,19,0,
15/09/2000,CWA,17.2,27.2,7.8,48,14,0,
16/09/2000,CWA,18.69,28.15,8.85,50,14,0,
17/09/2000,CWA,18.94,28.21,9.38,45,20,0,
18/09/2000,CWA,18.61,24.75,12.76,63,34,0,
19/09/2000,CWA,17.77,25.14,10.35,61,26,0,
20/09/2000,CWA,15.86,21.05,10.91,74,59,0,
21/09/2000,CWA,14.14,21.04,8.8,82,60,0,
22/09/2000,CWA,16.19,19.97,13.53,86,68,0,
23/09/2000,CWA,16.39,18.84,14.99,96,84,0,
24/09/2000,CWA,15.13,16.46,13.26,98,87,0,
25/09/2000,CWA,13.34,13.85,12.81,98,90,0,
26/09/2000,CWA,13.09,14.05,12.65,99,95,0,
27/09/2000,CWA,12.04,13.15,10.82,99,95,0,
28/09/2000,CWA,12.86,14.24,11.89,99,94,0,
29/09/2000,CWA,12.7,13.29,11.92,99,95,0,
30/09/2000,CWA,12.49,14.17,11.58,96,85,0,
01/10/2000,CWA,13.76,18.18,11.23,91,70,0,
02/10/2000,CWA,12.59,19.3,8.05,89,49,0,
03/10/2000,CWA,13,19.48,8.1,91,74,0,
04/10/2000,CWA,14.99,18.97,12.43,93,75,0,
05/10/2000,CWA,13.45,18.33,10.19,94,80,0,
06/10/2000,CWA,15.96,21.85,12.24,89,66,0,
07/10/2000,CWA,15.51,17.02,14.12,75,45,0,
08/10/2000,CWA,11.65,13.91,9.29,75,54,0,
09/10/2000,CWA,11.41,12.23,10.76,99,96,0,
10/10/2000,CWA,11.16,11.49,10.8,100,99,0,
11/10/2000,CWA,6.74,10.48,5.59,96,84,0,
12/10/2000,CWA,7.07,8.6,5.63,86,74,0,
13/10/2000,CWA,5.1,6.88,3.76,95,83,0,
14/10/2000,CWA,4.16,7.28,1.68,95,83,0,
15/10/2000,CWA,4.75,8.09,2.03,99,95,0,
16/10/2000,CWA,8.06,10.99,6.54,96,85,0,
17/10/2000,CWA,9.27,12.92,6.24,89,73,0,
