Date,mesto,HC Air temperature [°C] avg,HC Air temperature [°C] max,HC Air temperature [°C] min,HC Relative humidity [%] avg,HC Relative humidity [%] min,Precipitation [mm] sum,Soil temperature [°C] avg
19/07/2001,CWA,24.89,29.6,20.12,64,48,0,
20/07/2001,CWA,22.48,27.06,19.93,86,63,8.8,
21/07/2001,CWA,22.98,29.83,18.04,80,35,0,
22/07/2001,CWA,24.23,32.98,19.38,67,32,5.2,
23/07/2001,CWA,25.18,32.12,18.75,70,41,12.1,
24/07/2001,CWA,23.51,27.55,20.14,70,45,0.3,
25/07/2001,CWA,22.09,26.65,17.24,79,55,0,
26/07/2001,CWA,22.27,27.51,19,85,65,0.6,
27/07/2001,CWA,18.95,21.59,17.26,96,83,14.6,
28/07/2001,CWA,19.52,23.63,15.56,92,73,0,
29/07/2001,CWA,19.63,23.87,15.86,85,65,2.9,
30/07/2001,CWA,19.66,27.26,14.07,85,49,0,
31/07/2001,CWA,22.46,30.01,15.16,71,32,0,
01/08/2001,CWA,23.79,30.59,16.44,66,33,0,
02/08/2001,CWA,23.19,29.18,18.52,78,57,0,
03/08/2001,CWA,23.4,28.34,19.38,75,53,0,
04/08/2001,CWA,24.11,29.2,19.52,71,48,0,
05/08/2001,CWA,24.64,31.24,17.56,69,39,0,
06/08/2001,CWA,22.36,30.14,2.64,65,40,0,
07/08/2001,CWA,25.48,31.97,21.27,65,33,0,
08/08/2001,CWA,23.69,29.54,19.02,64,31,0,
09/08/2001,CWA,21.66,24.67,19.26,83,60,0,
10/08/2001,CWA,,,,,,0,
11/08/2001,CWA,,,,,,0,
12/08/2001,CWA,,,,,,0,
13/08/2001,CWA,,,,,,0,
14/08/2001,CWA,,,,,,0,
15/08/2001,CWA,27.11,29.04,24.78,49,41,0,
16/08/2001,CWA,20.04,24.3,17.65,86,64,7,
17/08/2001,CWA,19.6,23.37,16.8,91,77,0,
18/08/2001,CWA,19.83,22.12,15.46,94,86,13.6,
19/08/2001,CWA,15.94,18.87,13.6,88,70,6.7,
20/08/2001,CWA,17.89,25.23,10.99,81,49,0.1,
21/08/2001,CWA,19.75,27.19,12.96,77,38,0,
22/08/2001,CWA,20.47,28.92,12.55,69,24,0,
23/08/2001,CWA,21.82,29.97,13.47,65,23,0,
24/08/2001,CWA,22.25,26.7,19.64,58,40,0,
25/08/2001,CWA,20.77,29.37,12.98,68,29,0,
26/08/2001,CWA,19.92,23.48,18.09,82,52,0.4,
27/08/2001,CWA,17.62,19.23,16.37,94,85,5.4,
28/08/2001,CWA,16.59,17.56,15.81,97,91,0.2,
29/08/2001,CWA,13.68,16.8,8.31,88,71,0.1,
30/08/2001,CWA,10.46,13.11,8.59,94,85,1.7,
31/08/2001,CWA,7.28,8.96,5.88,96,83,2.1,
01/09/2001,CWA,7.51,16.37,3.08,90,66,0.1,
02/09/2001,CWA,12.3,19.97,6.97,87,62,0.1,
03/09/2001,CWA,9.42,15.13,6.67,97,86,4.2,
04/09/2001,CWA,13.28,24.85,7.86,81,45,0.1,
05/09/2001,CWA,15.93,26.91,8.31,79,40,0,
06/09/2001,CWA,17.55,25.9,10.65,77,40,0,
07/09/2001,CWA,14.66,19.8,8.46,84,56,7.9,
08/09/2001,CWA,15.3,25.28,6.36,72,36,0,
09/09/2001,CWA,15.41,19.51,10.58,80,54,0,
10/09/2001,CWA,15.02,19.64,10.72,84,69,0,
11/09/2001,CWA,16.61,21.99,12.1,74,51,0,
12/09/2001,CWA,13.31,18.16,10.02,87,68,0.8,
13/09/2001,CWA,14.29,20.91,9.44,84,67,0.1,
14/09/2001,CWA,17.17,19.28,15.31,79,72,0,
15/09/2001,CWA,15.96,21.77,12.07,88,72,0,
16/09/2001,CWA,11.51,18.96,7.8,95,82,7.1,
17/09/2001,CWA,12.09,16.26,8.46,86,77,0.3,
18/09/2001,CWA,5.98,12.26,3.62,99,89,0.1,
19/09/2001,CWA,1.35,3.34,0.01,100,100,33.1,
20/09/2001,CWA,,,,100,100,21.4,
21/09/2001,CWA,,,,100,100,28.7,
22/09/2001,CWA,,,,100,100,2.2,
23/09/2001,CWA,,,,100,100,5.6,
24/09/2001,CWA,6.41,8.6,1.98,86,58,3,
25/09/2001,CWA,2.49,5.67,0.7,99,92,14.4,
26/09/2001,CWA,3.03,5.12,1.96,98,88,0.2,
27/09/2001,CWA,4.26,8.35,1.23,94,78,0.2,
28/09/2001,CWA,4.16,7.9,2.99,99,91,22.9,
29/09/2001,CWA,7.42,16.3,2.98,86,55,0.8,
30/09/2001,CWA,10.7,17.37,5.16,85,57,0.1,
01/10/2001,CWA,11.57,16.3,7.02,85,57,0,
02/10/2001,CWA,12.79,18.84,9.76,82,55,0.2,
03/10/2001,CWA,10.45,15.19,5.45,65,43,0,
04/10/2001,CWA,9.99,18.23,2.34,77,50,0,
05/10/2001,CWA,10.11,13.22,9.32,90,67,1.4,
06/10/2001,CWA,7.79,9.14,6.46,98,94,1.5,
07/10/2001,CWA,6.07,6.84,5.1,98,93,0.6,
08/10/2001,CWA,9.58,16.6,4.93,72,32,0,
09/10/2001,CWA,9.09,17.44,2.22,69,35,0,
10/10/2001,CWA,9.85,15.06,4.04,77,56,0,
11/10/2001,CWA,12.64,17.22,9.43,75,57,0,
12/10/2001,CWA,10.64,14.18,7.93,92,72,3.3,
13/10/2001,CWA,6.49,7.73,5.46,100,100,2.1,
14/10/2001,CWA,6.91,11.52,4.29,90,69,2.9,
15/10/2001,CWA,7.21,12.24,3.04,92,60,0,
16/10/2001,CWA,10.22,13.65,8.02,80,57,0,
17/10/2001,CWA,8.18,15.36,1.68,85,55,0,
18/10/2001,CWA,7.54,10.22,4.46,96,83,0.1,
19/10/2001,CWA,8.91,12.59,6.89,95,81,0,
20/10/2001,CWA,8.43,10.68,6.68,94,78,0.2,
21/10/2001,CWA,7.8,11.08,5.98,95,81,0.1,
22/10/2001,CWA,7.96,13.88,3.39,94,74,0,
23/10/2001,CWA,8,11.58,5.23,96,85,0,
24/10/2001,CWA,6.99,8.51,5.3,99,93,1.1,
25/10/2001,CWA,7.58,9.13,6.7,98,89,1.3,
26/10/2001,CWA,7.4,8.54,6.41,98,93,3,
27/10/2001,CWA,9.07,16.53,3.83,78,35,0.1,
28/10/2001,CWA,8.4,15,1.76,71,47,0,
29/10/2001,CWA,7.28,11.95,2.94,85,70,0,
30/10/2001,CWA,7.42,9.78,5.49,96,88,2,
31/10/2001,CWA,6.31,12,0.94,79,39,0.2,
01/11/2001,CWA,6.23,11.3,1.12,79,52,0,
02/11/2001,CWA,7.06,8.23,5.88,89,79,0.1,
03/11/2001,CWA,4.42,6.66,3.36,99,93,1.3,
04/11/2001,CWA,5.33,9.76,2.01,81,49,1.7,
05/11/2001,CWA,5.39,10.43,1.22,56,35,0.3,
06/11/2001,CWA,1.94,4.74,-0.93,81,53,0.6,
07/11/2001,CWA,2.59,7.57,-1.3,89,68,0.1,
08/11/2001,CWA,4.45,10.73,-0.66,79,43,0,
09/11/2001,CWA,4.44,10.49,-1.92,68,49,0,
10/11/2001,CWA,6.25,12.22,1.02,74,39,0,
11/11/2001,CWA,5.28,12.56,-1.3,66,36,0,
12/11/2001,CWA,3.78,8.98,-0.44,80,53,0,
13/11/2001,CWA,4.19,7.55,-0.86,40,27,0,
14/11/2001,CWA,2.56,12.55,-4.86,59,26,0,
15/11/2001,CWA,4.15,10.83,-2.55,54,36,0,
16/11/2001,CWA,3.42,9.89,-1.91,68,35,0,
17/11/2001,CWA,2.69,8.88,-3.19,69,40,0.7,
18/11/2001,CWA,2.89,10.04,-2.8,73,42,0,
19/11/2001,CWA,2.43,9.08,-2.91,60,27,0,
20/11/2001,CWA,2.08,10.29,-5.11,60,33,0,
21/11/2001,CWA,2.9,11.68,-4.27,64,35,0,
22/11/2001,CWA,3.84,10.93,-2.16,75,54,0,
23/11/2001,CWA,4.72,10.22,0.25,65,32,0,
24/11/2001,CWA,5.4,11.79,-0.98,49,30,0,
25/11/2001,CWA,1.36,6.16,-1.34,56,40,0,
26/11/2001,CWA,-0.56,4.38,-4.09,66,50,0,
27/11/2001,CWA,-1.56,2.12,-5.29,65,46,0,
28/11/2001,CWA,1.61,6.22,-2.3,68,54,0,
29/11/2001,CWA,2.68,8.27,-2.82,62,32,0,
30/11/2001,CWA,2.4,6.38,-0.6,69,56,0,
01/12/2001,CWA,0.64,3.27,-1.87,70,52,0,
02/12/2001,CWA,1.22,2.83,-0.12,75,55,1.4,
03/12/2001,CWA,-0.6,1.54,-2.49,84,64,0,
04/12/2001,CWA,-1.52,-0.52,-2.61,89,74,0,
05/12/2001,CWA,-3.98,-2.4,-5.38,80,72,0.4,
06/12/2001,CWA,-5.72,-2.13,-9.09,89,70,0.3,
07/12/2001,CWA,-3.86,-1.42,-5.42,84,78,0,
08/12/2001,CWA,-4.28,-1.32,-7.46,95,83,0,
09/12/2001,CWA,-2.75,-1.28,-3.87,95,82,0.3,
10/12/2001,CWA,-3.66,-2.54,-4.42,97,88,0,
11/12/2001,CWA,-4.32,-3.51,-5.19,97,80,0,
12/12/2001,CWA,-6.6,-4.81,-8.29,52,35,0.1,
13/12/2001,CWA,-6.16,-2.47,-8.84,35,21,0,
14/12/2001,CWA,-5.67,1.06,-11.83,59,40,0,
15/12/2001,CWA,-2.82,1.09,-5.36,64,50,0,
16/12/2001,CWA,-2.17,2.38,-5.53,76,52,0,
17/12/2001,CWA,-1.84,1.58,-4.88,81,65,0,
18/12/2001,CWA,-2.78,-1.38,-3.87,88,79,0,
19/12/2001,CWA,-3.26,-2.26,-4.24,94,88,0,
20/12/2001,CWA,-6,-2.91,-8.67,44,31,0,
21/12/2001,CWA,-7.84,0.17,-14.56,55,29,0,
22/12/2001,CWA,-3.34,4.15,-10.36,46,25,0,
23/12/2001,CWA,-3.16,3.5,-9.4,52,27,0,
24/12/2001,CWA,-3.25,0.81,-7.08,45,26,0,
25/12/2001,CWA,-5.24,-2.43,-8.49,56,35,0,
26/12/2001,CWA,-4.82,1.08,-8.83,52,29,0,
27/12/2001,CWA,-3.96,2.11,-9.32,51,34,0,
28/12/2001,CWA,-1.77,6.88,-8.77,51,27,0,
29/12/2001,CWA,-2.32,5.47,-9.6,50,21,0,
30/12/2001,CWA,-1.23,7.17,-8.32,42,16,0,
31/12/2001,CWA,2.67,7.68,-2.44,27,20,0,
01/01/2002,CWA,1.02,8.31,-9.57,42,22,0,
02/01/2002,CWA,0.4,8.64,-11.58,44,26,0,
03/01/2002,CWA,1.77,6.28,-7.29,37,28,0,
04/01/2002,CWA,1.09,9.47,-9.94,48,26,0,
05/01/2002,CWA,1.52,9.22,-10.11,50,29,0,
06/01/2002,CWA,3.64,8.51,-5.96,38,26,0,
07/01/2002,CWA,0.29,6.46,-10.96,48,31,0,
08/01/2002,CWA,0.3,7.75,-11.07,53,27,0,
09/01/2002,CWA,0.86,9.92,-11.02,54,28,0,
10/01/2002,CWA,2.72,12.66,-10.38,45,23,0,
11/01/2002,CWA,3.43,12.44,-8.85,44,27,0,
12/01/2002,CWA,3.95,10.45,-4.85,32,17,0,
13/01/2002,CWA,2.2,10.1,-9.07,45,29,0,
14/01/2002,CWA,0.18,3.33,-8.11,89,70,0,
15/01/2002,CWA,0.14,3.41,-6.59,75,46,0,
16/01/2002,CWA,-3.72,-1.56,-12.01,94,79,1.8,
17/01/2002,CWA,-3.44,-2.42,-9.12,94,90,1.2,
18/01/2002,CWA,-2.84,-0.4,-8.97,95,79,0.4,
19/01/2002,CWA,-2.23,-1.09,-8.35,81,61,0.1,
20/01/2002,CWA,-4.48,-0.7,-13.47,60,46,0.1,
21/01/2002,CWA,-5.77,0.75,-16.84,70,46,0,
22/01/2002,CWA,-5.07,0.06,-16.17,68,39,0,
23/01/2002,CWA,-4.75,0.13,-15.36,69,49,0,
24/01/2002,CWA,-0.66,2.62,-7.66,70,58,0,
25/01/2002,CWA,-0.29,3.64,-8.87,77,60,0,
26/01/2002,CWA,-2.12,2,-10.84,76,63,0,
27/01/2002,CWA,-1,1.86,-8.8,70,50,0,
28/01/2002,CWA,-3.11,0.59,-12.53,51,33,0,
29/01/2002,CWA,-3.93,-0.25,-12.99,48,28,0,
30/01/2002,CWA,-2.44,2.89,-13.14,45,23,0,
31/01/2002,CWA,-2.12,1.6,-10.12,52,41,0,
01/02/2002,CWA,-2.32,4.79,-9.38,48,19,0,
02/02/2002,CWA,-1.41,6.39,-8.53,45,23,0,
03/02/2002,CWA,0.46,2.24,-1.46,43,33,0,
04/02/2002,CWA,-0.02,5.48,-4.66,49,27,0,
05/02/2002,CWA,0.07,8.62,-7.62,49,27,0,
06/02/2002,CWA,2.62,7.22,-0.46,38,25,0,
07/02/2002,CWA,-2.32,4.03,-1.04,51,26,0,
08/02/2002,CWA,0.95,4.99,-3.53,33,24,0,
09/02/2002,CWA,1.92,5.3,-0.93,32,18,0,
10/02/2002,CWA,0.08,7.97,-6.54,36,18,0,
11/02/2002,CWA,1.87,9.37,-4.09,37,19,0,
12/02/2002,CWA,4.12,11.33,-3.17,32,15,0,
13/02/2002,CWA,1.88,6.88,-0.57,56,19,0,
14/02/2002,CWA,0.26,0.83,-0.36,97,95,0.2,
15/02/2002,CWA,-0.01,1.59,-1.11,98,90,0,
16/02/2002,CWA,3.18,10.8,-2.23,78,32,0.2,
17/02/2002,CWA,5.28,15.59,-2.05,59,27,0,
18/02/2002,CWA,6.43,12.81,1.07,50,24,0,
19/02/2002,CWA,3.69,7.33,-1.26,71,54,0,
20/02/2002,CWA,5.34,10.36,0.16,60,26,0,
21/02/2002,CWA,5.81,13.33,-1.86,45,23,0,
22/02/2002,CWA,4.58,6.49,2.82,53,44,0,
23/02/2002,CWA,4.15,8.08,1.68,73,60,0,
24/02/2002,CWA,3.78,5.14,2.5,78,72,0,
25/02/2002,CWA,1.83,4.92,-0.21,81,53,0,
26/02/2002,CWA,-0.9,0.84,-2.64,83,65,0,
27/02/2002,CWA,-1.48,3.73,-4.6,93,64,2.7,
28/02/2002,CWA,1.45,8.04,-3.23,84,54,0.2,
01/03/2002,CWA,3.84,10.03,-2.05,78,61,0.1,
02/03/2002,CWA,4.48,7.62,2.09,91,75,0.1,
03/03/2002,CWA,-1.22,1.87,-2.51,100,100,0.2,
04/03/2002,CWA,-1.11,2.67,-2.92,88,54,1.3,
05/03/2002,CWA,1.41,6.47,-2.73,48,26,0.2,
06/03/2002,CWA,4.99,13.82,-1.96,40,13,0.1,
07/03/2002,CWA,5.52,11.41,0.05,34,21,0.1,
08/03/2002,CWA,6.3,16.74,-1.63,48,28,0,
09/03/2002,CWA,8.63,16.1,1.69,55,31,0,
10/03/2002,CWA,10.36,13.05,6.84,37,25,0,
11/03/2002,CWA,7.18,12.8,2.77,82,64,0,
12/03/2002,CWA,6.77,9.62,3.01,90,79,0.4,
13/03/2002,CWA,7.87,11.35,5.21,91,76,8.9,
14/03/2002,CWA,9.14,14.98,3.36,72,33,0.2,
15/03/2002,CWA,9.95,14.98,5.72,43,28,0,
16/03/2002,CWA,8.31,11.17,6.36,47,22,0.1,
17/03/2002,CWA,6.73,11.83,2.34,38,27,0,
18/03/2002,CWA,7.97,17.4,1.37,58,35,0,
19/03/2002,CWA,11.75,21.84,4.1,60,27,0,
20/03/2002,CWA,8.34,15.7,2,41,22,0,
21/03/2002,CWA,6.46,12.57,2.04,39,22,0,
22/03/2002,CWA,5.3,10.02,-0.21,24,18,0,
23/03/2002,CWA,4.62,8.59,1.08,37,17,0,
24/03/2002,CWA,5.62,13.14,-0.73,57,34,0,
25/03/2002,CWA,6.94,13,1.93,68,48,0,
26/03/2002,CWA,8.7,18.57,1.19,67,28,0,
27/03/2002,CWA,10.43,12.28,8.36,61,41,0,
28/03/2002,CWA,12.12,17.79,7.07,52,19,0,
29/03/2002,CWA,12.18,17.35,6.64,34,15,0,
30/03/2002,CWA,11.39,17.54,3.66,22,12,0,
31/03/2002,CWA,12.44,22.11,1.9,34,18,0,
01/04/2002,CWA,15.37,23.42,6.14,39,28,0,
02/04/2002,CWA,16.07,24.29,7.67,54,33,0,
03/04/2002,CWA,17.87,21.04,14.95,58,42,0,
04/04/2002,CWA,9.22,17.43,5.14,93,73,17.2,
05/04/2002,CWA,-3.28,5.38,-14.35,83,49,9.4,
06/04/2002,CWA,-4.81,8.28,-11.44,72,33,0,
07/04/2002,CWA,4.18,8.79,-1.55,65,33,2.6,
08/04/2002,CWA,5.54,8.92,1.8,45,24,0,
09/04/2002,CWA,3.64,7.01,0.81,38,30,0,
10/04/2002,CWA,6.86,12.43,2.09,50,27,0,
11/04/2002,CWA,10.65,19.33,3.31,46,16,0,
12/04/2002,CWA,14.36,22.64,5.98,38,13,0,
13/04/2002,CWA,17.86,25.95,9.72,40,25,0,
14/04/2002,CWA,15.04,18.39,11.03,41,22,0,
15/04/2002,CWA,8.79,13.4,4.93,60,28,0.8,
16/04/2002,CWA,8.47,13.88,4.58,55,16,2.3,
17/04/2002,CWA,7.65,12.38,2.45,29,22,0,
18/04/2002,CWA,9.12,18.67,2.07,51,32,0,
19/04/2002,CWA,13.46,20.39,7.53,59,32,0,
20/04/2002,CWA,15.49,25.76,6.34,60,24,0,
21/04/2002,CWA,18.73,27.9,10.12,52,29,0,
22/04/2002,CWA,16.46,21.09,13.01,47,35,0,
23/04/2002,CWA,11.7,16.15,9.53,41,34,0,
24/04/2002,CWA,8.67,10.71,7.37,57,40,0,
25/04/2002,CWA,7.3,10.21,5.17,71,61,0,
26/04/2002,CWA,6.96,8.51,5.51,71,67,0,
27/04/2002,CWA,5.61,6.84,4.81,79,70,0,
28/04/2002,CWA,5.87,8.44,4.35,93,79,0.7,
29/04/2002,CWA,11.06,17.88,6.8,83,54,0.7,
30/04/2002,CWA,12,14.48,8.81,82,76,0,
01/05/2002,CWA,10.13,13.21,8.41,88,79,0.7,
02/05/2002,CWA,10.65,17.54,3.91,83,57,1.6,
03/05/2002,CWA,13.91,18.88,8.64,78,51,0.3,
04/05/2002,CWA,10.92,14.23,7.53,86,62,0.7,
05/05/2002,CWA,9.62,10.58,8.22,100,97,6.3,
06/05/2002,CWA,9.42,12.46,7.69,94,83,0,
07/05/2002,CWA,10.23,14.13,5.97,93,85,0,
08/05/2002,CWA,13.78,18.99,9.65,89,68,0,
09/05/2002,CWA,15.58,20.57,12.34,86,52,0.2,
10/05/2002,CWA,15.25,21.87,12.49,88,71,3.4,
11/05/2002,CWA,16.43,24.36,8.21,73,39,0.1,
12/05/2002,CWA,15.97,18.72,13.17,81,64,0.6,
13/05/2002,CWA,13.87,16.57,11.96,90,77,0.6,
14/05/2002,CWA,14.17,18.66,11.15,86,63,3.5,
15/05/2002,CWA,14.51,21.72,7.67,71,36,0.1,
16/05/2002,CWA,14.68,20.68,8.59,80,49,0.5,
17/05/2002,CWA,13.58,19.23,7.08,79,54,0,
18/05/2002,CWA,13.18,16.09,11.58,86,62,2.1,
19/05/2002,CWA,12.24,15.34,9.17,89,71,1.9,
20/05/2002,CWA,11.94,13.61,10.63,95,85,2.5,
21/05/2002,CWA,12.54,16.21,10.17,92,76,3.1,
22/05/2002,CWA,10.98,13.87,8.74,94,84,2.3,
23/05/2002,CWA,9.79,11.97,8.61,98,92,1.7,
24/05/2002,CWA,13.67,21.46,7.41,76,37,1,
25/05/2002,CWA,15.49,22.65,8.78,67,39,0.5,
26/05/2002,CWA,15.23,23.31,7.67,69,39,2.7,
27/05/2002,CWA,16.55,24.81,7.43,70,28,0.2,
28/05/2002,CWA,16.24,21.84,9.26,76,55,0,
29/05/2002,CWA,17.15,25.25,9.07,76,37,0,
30/05/2002,CWA,19.66,29.09,9.77,65,22,0,
31/05/2002,CWA,20.81,28.47,11.71,61,32,0,
01/06/2002,CWA,21.79,29.64,13.27,63,27,79,
02/06/2002,CWA,22.3,30.11,14.62,67,29,0,
03/06/2002,CWA,22.12,29.19,14.31,63,32,0,
04/06/2002,CWA,21.87,29.18,14.02,67,35,0,
05/06/2002,CWA,22.66,30.18,14.58,65,35,0,
06/06/2002,CWA,23.13,29.55,14.61,63,39,0,
07/06/2002,CWA,23.54,26.68,19.4,58,37,0.1,
08/06/2002,CWA,21.25,25.04,17.17,83,73,0.3,
09/06/2002,CWA,18.42,24.82,14.26,84,50,1.7,
10/06/2002,CWA,19.99,23.21,16.58,59,40,0.4,
11/06/2002,CWA,18.61,25.42,10.32,63,26,0,
12/06/2002,CWA,19.95,28.6,9.81,54,23,2.3,
13/06/2002,CWA,20.8,29.26,11.18,62,36,0,
14/06/2002,CWA,22.99,31.89,13.2,59,21,0,
15/06/2002,CWA,22.57,30.91,15.19,59,35,0,
16/06/2002,CWA,22.63,29.39,16.05,60,31,0,
17/06/2002,CWA,21.59,25.85,18.03,71,47,0.3,
18/06/2002,CWA,20.42,26.89,16.51,87,58,4.1,
19/06/2002,CWA,22.44,28.08,16.4,72,43,0,
20/06/2002,CWA,23.34,28.79,18.31,77,55,0.4,
21/06/2002,CWA,17.46,21.06,13.82,98,91,20.7,
22/06/2002,CWA,16.31,19.05,14.15,96,83,1.4,
23/06/2002,CWA,19.33,25.94,14.76,84,51,4.3,
24/06/2002,CWA,21.95,31.2,13.1,72,27,0,
25/06/2002,CWA,22.85,29.84,15.35,72,48,0,
26/06/2002,CWA,20.62,23.09,17.49,88,71,0.8,
27/06/2002,CWA,19.63,26.39,14.79,84,54,9.6,
28/06/2002,CWA,21.69,28.05,16.44,83,59,3.8,
29/06/2002,CWA,22.08,30.66,15.75,74,28,0.1,
30/06/2002,CWA,23.03,31.09,14.67,60,35,0,
01/07/2002,CWA,23.96,30.87,15.68,66,30,0,
02/07/2002,CWA,23.73,29.26,17.48,75,42,2,
03/07/2002,CWA,20.35,26.21,16.76,86,66,4.2,
04/07/2002,CWA,22.57,27.28,19.22,80,63,8.8,
05/07/2002,CWA,20.47,25,17.52,90,73,6.6,
06/07/2002,CWA,21.64,26.96,16.64,83,59,0,
07/07/2002,CWA,22.24,28.09,15.99,76,45,0,
08/07/2002,CWA,22.81,30.35,15.61,67,34,0,
09/07/2002,CWA,23,30.79,14.3,67,36,0,
10/07/2002,CWA,23.7,31.84,16.49,69,36,0,
11/07/2002,CWA,25.25,31.65,19.86,68,41,0,
12/07/2002,CWA,26.02,33.79,18.04,65,29,0,
13/07/2002,CWA,24.74,29.71,17.72,60,30,0,
14/07/2002,CWA,23.34,25.5,19.42,58,49,0,
15/07/2002,CWA,22.76,26.7,19.95,80,65,0,
16/07/2002,CWA,21.53,25.44,18.65,87,63,6.1,
17/07/2002,CWA,22.73,29.89,18.36,74,30,0.1,
18/07/2002,CWA,23.62,31.85,16.4,59,26,0,
19/07/2002,CWA,23.77,32.92,13.74,51,24,0,
20/07/2002,CWA,23.65,30.51,15.47,47,25,0,
21/07/2002,CWA,19.9,23.96,16.03,81,46,4.9,
22/07/2002,CWA,19.77,25.83,14.79,84,55,0,
23/07/2002,CWA,20.89,27.83,15.34,80,46,0,
24/07/2002,CWA,19.14,25.05,14.92,79,50,0.7,
25/07/2002,CWA,18.98,28.5,11.85,76,37,2.4,
26/07/2002,CWA,17.05,23.29,12.16,86,62,0.2,
27/07/2002,CWA,17.32,22.78,12.8,84,60,0,
28/07/2002,CWA,19.27,24.72,15.94,85,60,0.4,
29/07/2002,CWA,21.9,29.08,15.82,78,45,0,
30/07/2002,CWA,24.12,30.28,19.45,75,51,0,
31/07/2002,CWA,23.8,28.6,20.66,82,62,4.7,
01/08/2002,CWA,24.02,30.81,20.53,85,63,0.2,
02/08/2002,CWA,24.33,31.29,18.01,80,50,0.1,
03/08/2002,CWA,25.87,32.16,19.45,74,51,0,
04/08/2002,CWA,26.13,34.73,18.71,70,41,0.4,
05/08/2002,CWA,22.38,28.15,20.32,89,70,6.5,
06/08/2002,CWA,20.37,23.86,16.67,75,59,0,
07/08/2002,CWA,17.62,20.84,15.58,79,67,0.3,
08/08/2002,CWA,14.77,16.26,13.75,99,90,7.3,
09/08/2002,CWA,17.58,22.68,14.63,89,68,3.9,
10/08/2002,CWA,18.2,24.07,13.08,85,61,0.3,
11/08/2002,CWA,18.18,21.97,15.13,86,73,0.8,
12/08/2002,CWA,16.86,19.76,15.13,92,77,1.9,
13/08/2002,CWA,18.46,23.39,15.31,85,59,0.4,
14/08/2002,CWA,17.91,21.35,15.71,92,75,3,
15/08/2002,CWA,15.86,20.53,11.94,92,74,1.8,
16/08/2002,CWA,16.79,22.65,13.02,91,68,1.5,
17/08/2002,CWA,16.74,23.52,10.95,87,56,0.4,
18/08/2002,CWA,17.06,24.76,10.95,87,60,0.2,
19/08/2002,CWA,16.89,23.57,10.64,85,57,0,
20/08/2002,CWA,17.12,19.2,15,94,77,1.2,
21/08/2002,CWA,19.85,27.85,16.1,90,54,2.2,
22/08/2002,CWA,21.61,29.5,15.67,78,41,0.2,
23/08/2002,CWA,22.07,30.3,14.69,75,37,0,
24/08/2002,CWA,23.32,29.95,16.69,73,41,0,
25/08/2002,CWA,22.88,28.89,18.1,66,31,0.1,
26/08/2002,CWA,22.03,31.89,12.12,63,20,0,
27/08/2002,CWA,23.23,33.8,14,69,25,0,
28/08/2002,CWA,23.68,32.38,14.73,61,26,0,
29/08/2002,CWA,23.36,32.48,14.56,61,23,0,
30/08/2002,CWA,24.18,33.27,15.38,62,23,0,
31/08/2002,CWA,24.34,33.5,14.93,58,19,0,
01/09/2002,CWA,24.36,32.27,16.2,60,33,0,
02/09/2002,CWA,24,30.98,16.89,62,36,0,
03/09/2002,CWA,23.44,29.34,17.65,61,43,0,
04/09/2002,CWA,22.87,28.67,17.74,70,40,0,
05/09/2002,CWA,21.38,25.16,18.77,76,57,0,
06/09/2002,CWA,18.4,24.29,14.79,78,57,0,
07/09/2002,CWA,19.93,26.58,15.61,69,47,0,
08/09/2002,CWA,19.91,28.19,12.19,69,35,0,
09/09/2002,CWA,20.55,28.12,12.96,62,27,0,
10/09/2002,CWA,17.28,20.94,14.39,82,53,3.9,
11/09/2002,CWA,16.91,19.92,14.52,83,65,0,
12/09/2002,CWA,12.88,16.05,11.7,97,75,14.8,
13/09/2002,CWA,10.88,11.6,10.31,100,98,20.8,
14/09/2002,CWA,11.45,13.03,10.26,98,91,0.1,
15/09/2002,CWA,11.46,19.2,7.46,93,70,0.2,
16/09/2002,CWA,14.59,21.71,10.39,89,70,0.1,
17/09/2002,CWA,16.39,21.94,11.66,84,64,0.1,
18/09/2002,CWA,15.16,20.92,9.15,89,67,0,
19/09/2002,CWA,12.89,17.23,10.92,96,88,10.9,
20/09/2002,CWA,11.01,12.08,10.23,100,100,17.8,
21/09/2002,CWA,12.01,18.9,6.93,80,29,0.1,
22/09/2002,CWA,11.76,20.39,3.88,70,22,0.1,
23/09/2002,CWA,11.75,20.61,3.01,70,27,0,
24/09/2002,CWA,13.41,22.45,4.53,69,24,0,
25/09/2002,CWA,14.02,23.88,5.48,71,34,0,
26/09/2002,CWA,13.35,17.31,10.48,87,65,0.8,
27/09/2002,CWA,13.59,18.56,7.97,61,30,0,
28/09/2002,CWA,9.53,10.07,8.67,77,72,0,
29/09/2002,CWA,,,,,,0,
30/09/2002,CWA,,,,,,0,
01/10/2002,CWA,,,,,,0,
02/10/2002,CWA,,,,,,0,
03/10/2002,CWA,,,,,,0,
04/10/2002,CWA,,,,,,0,
05/10/2002,CWA,,,,,,0,
06/10/2002,CWA,,,,,,0,
07/10/2002,CWA,,,,,,0,
08/10/2002,CWA,,,,,,0,
09/10/2002,CWA,,,,,,0,
10/10/2002,CWA,,,,,,0,
11/10/2002,CWA,,,,,,0,
12/10/2002,CWA,,,,,,0,
13/10/2002,CWA,11.09,13.99,7.48,77,55,0,
14/10/2002,CWA,10.32,20.62,2.86,79,35,0,
15/10/2002,CWA,14.85,24.58,6.87,67,38,0,
